,Binary Representation,Expected Time,k-opt
Expected Time General,NaN,18.216064453124993,All
1612,#011001001100,28.04433984556218,10
1611,#011001001011,28.493369469247444,7
1610,#011001001010,28.044345352426376,10
1609,#011001001001,28.044345352426376,10
1608,#011001001000,25.999999999999975,12
1607,#011001000111,28.493472354534553,7
1606,#011001000110,28.04432369095343,10
1605,#011001000101,28.04432369095343,10
1604,#011001000100,25.999999999999975,12
1603,#011001000011,28.044320060429165,10
1602,#011001000010,25.999999999999975,12
1601,#011001000001,25.999999999999975,12
1600,#011001000000,22.999999999999975,12
1599,#011000111111,24.999999999999975,1
1598,#011000111110,27.399999999999974,1
1597,#011000111101,27.399999999999974,1
1596,#011000111100,28.493114402184947,7
1595,#011000111011,27.399999999999974,1
1594,#011000111010,28.493138213574564,7
1593,#011000111001,28.493138213574564,7
1592,#011000111000,28.047007796380523,10
1591,#011000110111,27.399999999999974,1
1590,#011000110110,28.493340982640415,7
1589,#011000110101,28.493340982640415,7
1588,#011000110100,28.04700582997307,10
1587,#011000110011,28.49340318227554,7
1586,#011000110010,28.04701091835585,10
1585,#011000110001,28.04701091835585,10
1584,#011000110000,25.999999999999975,12
1583,#011000101111,27.399999999999974,1
1582,#011000101110,28.493574668825644,7
1581,#011000101101,28.493574668825644,7
1580,#011000101100,28.046926882980447,10
1579,#011000101011,28.4936385754013,7
1578,#011000101010,28.04693155969384,10
1577,#011000101001,28.04693155969384,10
1576,#011000101000,25.999999999999975,12
1575,#011000100111,28.493728280439495,7
1574,#011000100110,28.04690734345785,10
1573,#011000100101,28.04690734345785,10
1572,#011000100100,25.999999999999975,12
1571,#011000100011,28.046902837182284,10
1570,#011000100010,25.999999999999975,12
1569,#011000100001,25.999999999999975,12
1568,#011000100000,22.999999999999975,12
1567,#011000011111,27.399999999999974,1
1566,#011000011110,28.49374965433687,7
1565,#011000011101,28.49374965433687,7
1564,#011000011100,28.047151054976,10
1563,#011000011011,28.49381547348748,7
1562,#011000011010,28.047155269492713,10
1561,#011000011001,28.047155269492713,10
1560,#011000011000,25.999999999999975,12
1559,#011000010111,28.493897944848282,7
1558,#011000010110,28.04712969356258,10
1557,#011000010101,28.04712969356258,10
1556,#011000010100,25.999999999999975,12
1555,#011000010011,28.047124722521296,10
1554,#011000010010,25.999999999999975,12
1553,#011000010001,25.999999999999975,12
1552,#011000010000,22.999999999999975,12
1551,#011000001111,28.483570977457177,5
1550,#011000001110,28.047018407611894,10
1549,#011000001101,28.047018407611894,10
1548,#011000001100,25.999999999999975,12
1547,#011000001011,28.047013023508946,10
1546,#011000001010,25.999999999999975,12
1545,#011000001001,25.999999999999975,12
1544,#011000001000,22.999999999999975,12
1543,#011000000111,28.046970395256245,10
1542,#011000000110,25.999999999999975,12
1541,#011000000101,25.999999999999975,12
1540,#011000000100,22.999999999999975,12
1539,#011000000011,25.999999999999975,12
1538,#011000000010,22.999999999999975,12
1537,#011000000001,22.999999999999975,12
1536,#011000000000,18.99999999999998,12
1535,#010111111111,17.99999999999998,1
1534,#010111111110,21.999999999999975,1
1533,#010111111101,21.999999999999975,1
1532,#010111111100,24.999999999999975,1
1531,#010111111011,21.999999999999975,1
1530,#010111111010,24.999999999999975,1
1529,#010111111001,24.999999999999975,1
1528,#010111111000,27.399999999999974,1
1527,#010111110111,21.999999999999975,1
1526,#010111110110,24.999999999999975,1
1525,#010111110101,24.999999999999975,1
1524,#010111110100,27.399999999999974,1
1523,#010111110011,24.999999999999975,1
1522,#010111110010,27.399999999999974,1
1521,#010111110001,27.399999999999974,1
1520,#010111110000,28.34703032452514,7
1519,#010111101111,21.999999999999975,1
1518,#010111101110,24.999999999999975,1
1517,#010111101101,24.999999999999975,1
1516,#010111101100,27.399999999999974,1
1515,#010111101011,24.999999999999975,1
1514,#010111101010,27.399999999999974,1
1513,#010111101001,27.399999999999974,1
1512,#010111101000,28.3474198013819,7
1511,#010111100111,24.999999999999975,1
1510,#010111100110,27.399999999999974,1
1509,#010111100101,27.399999999999974,1
1508,#010111100100,28.347631098156153,7
1507,#010111100011,27.399999999999974,1
1506,#010111100010,28.347684365915132,7
1505,#010111100001,28.347684365915132,7
1504,#010111100000,28.060447936268943,8
1503,#010111011111,21.999999999999975,1
1502,#010111011110,24.999999999999975,1
1501,#010111011101,24.999999999999975,1
1500,#010111011100,27.399999999999974,1
1499,#010111011011,24.999999999999975,1
1498,#010111011010,27.399999999999974,1
1497,#010111011001,27.399999999999974,1
1496,#010111011000,28.34814079848721,7
1495,#010111010111,24.999999999999975,1
1494,#010111010110,27.399999999999974,1
1493,#010111010101,27.399999999999974,1
1492,#010111010100,28.34835065983694,7
1491,#010111010011,27.399999999999974,1
1490,#010111010010,28.348400672917997,7
1489,#010111010001,28.348400672917997,7
1488,#010111010000,28.061110178071846,8
1487,#010111001111,24.999999999999975,1
1486,#010111001110,27.399999999999974,1
1485,#010111001101,27.399999999999974,1
1484,#010111001100,28.34875080932982,7
1483,#010111001011,27.399999999999974,1
1482,#010111001010,28.348797922831384,7
1481,#010111001001,28.348797922831384,7
1480,#010111001000,28.061466085496594,8
1479,#010111000111,27.399999999999974,1
1478,#010111000110,28.348980211708326,7
1477,#010111000101,28.348980211708326,7
1476,#010111000100,28.061669734326344,8
1475,#010111000011,28.34896268265535,7
1474,#010111000010,28.061753986877697,8
1473,#010111000001,28.061753986877697,8
1472,#010111000000,25.999999999999975,12
1471,#010110111111,21.999999999999975,1
1470,#010110111110,24.999999999999975,1
1469,#010110111101,24.999999999999975,1
1468,#010110111100,27.399999999999974,1
1467,#010110111011,24.999999999999975,1
1466,#010110111010,27.399999999999974,1
1465,#010110111001,27.399999999999974,1
1464,#010110111000,28.347716918252107,7
1463,#010110110111,24.999999999999975,1
1462,#010110110110,27.399999999999974,1
1461,#010110110101,27.399999999999974,1
1460,#010110110100,28.347924124365512,7
1459,#010110110011,27.399999999999974,1
1458,#010110110010,28.347968138609446,7
1457,#010110110001,28.347968138609446,7
1456,#010110110000,28.063557760269628,8
1455,#010110101111,24.999999999999975,1
1454,#010110101110,27.399999999999974,1
1453,#010110101101,27.399999999999974,1
1452,#010110101100,28.34832111166708,7
1451,#010110101011,27.399999999999974,1
1450,#010110101010,28.348362235113726,7
1449,#010110101001,28.348362235113726,7
1448,#010110101000,28.063935769588383,8
1447,#010110100111,27.399999999999974,1
1446,#010110100110,28.348536536775438,7
1445,#010110100101,28.348536536775438,7
1444,#010110100100,28.06415102411494,8
1443,#010110100011,28.348513205007247,7
1442,#010110100010,28.06423957595624,8
1441,#010110100001,28.06423957595624,8
1440,#010110100000,25.999999999999975,12
1439,#010110011111,24.999999999999975,1
1438,#010110011110,27.399999999999974,1
1437,#010110011101,27.399999999999974,1
1436,#010110011100,28.34910105205771,7
1435,#010110011011,27.399999999999974,1
1434,#010110011010,28.34913892916041,7
1433,#010110011001,28.34913892916041,7
1432,#010110011000,28.064942655886487,8
1431,#010110010111,27.399999999999974,1
1430,#010110010110,28.349307848293567,7
1429,#010110010101,28.349307848293567,7
1428,#010110010100,28.065165075008,8
1427,#010110010011,28.349281306844205,7
1426,#010110010010,28.065255999739794,8
1425,#010110010001,28.065255999739794,8
1424,#010110010000,25.999999999999975,12
1423,#010110001111,27.399999999999974,1
1422,#010110001110,28.34965229598121,7
1421,#010110001101,28.34965229598121,7
1420,#010110001100,28.065735219111286,8
1419,#010110001011,28.349622883603843,7
1418,#010110001010,28.06582824995457,8
1417,#010110001001,28.06582824995457,8
1416,#010110001000,25.999999999999975,12
1415,#010110000111,28.3496847246698,7
1414,#010110000110,28.06617281469389,8
1413,#010110000101,28.06617281469389,8
1412,#010110000100,25.999999999999975,12
1411,#010110000011,28.066312460573904,8
1410,#010110000010,25.999999999999975,12
1409,#010110000001,25.999999999999975,12
1408,#010110000000,22.999999999999975,12
1407,#010101111111,21.999999999999975,1
1406,#010101111110,24.999999999999975,1
1405,#010101111101,24.999999999999975,1
1404,#010101111100,27.399999999999974,1
1403,#010101111011,24.999999999999975,1
1402,#010101111010,27.399999999999974,1
1401,#010101111001,27.399999999999974,1
1400,#010101111000,28.34285599105941,7
1399,#010101110111,24.999999999999975,1
1398,#010101110110,27.399999999999974,1
1397,#010101110101,27.399999999999974,1
1396,#010101110100,28.343065114070562,7
1395,#010101110011,27.399999999999974,1
1394,#010101110010,28.34312714466291,7
1393,#010101110001,28.34312714466291,7
1392,#010101110000,28.067264761921138,8
1391,#010101101111,24.999999999999975,1
1390,#010101101110,27.399999999999974,1
1389,#010101101101,27.399999999999974,1
1388,#010101101100,28.343583636434815,7
1387,#010101101011,27.399999999999974,1
1386,#010101101010,28.34364283888793,7
1385,#010101101001,28.34364283888793,7
1384,#010101101000,28.067548755360345,8
1383,#010101100111,27.399999999999974,1
1382,#010101100110,28.343809994792416,7
1381,#010101100101,28.343809994792416,7
1380,#010101100100,28.067781189674378,8
1379,#010101100011,28.343805664320918,7
1378,#010101100010,28.067876256879792,8
1377,#010101100001,28.067876256879792,8
1376,#010101100000,25.999999999999975,12
1375,#010101011111,24.999999999999975,1
1374,#010101011110,27.399999999999974,1
1373,#010101011101,27.399999999999974,1
1372,#010101011100,28.344314031615248,7
1371,#010101011011,27.399999999999974,1
1370,#010101011010,28.344370072598668,7
1369,#010101011001,28.344370072598668,7
1368,#010101011000,28.068460738304665,8
1367,#010101010111,27.399999999999974,1
1366,#010101010110,28.344530971535338,7
1365,#010101010101,28.344530971535338,7
1364,#010101010100,28.068700780933717,8
1363,#010101010011,28.34452351584592,7
1362,#010101010010,28.0687982016435,8
1361,#010101010001,28.0687982016435,8
1360,#010101010000,25.999999999999975,12
1359,#010101001111,27.399999999999974,1
1358,#010101001110,28.344931412873244,7
1357,#010101001101,28.344931412873244,7
1356,#010101001100,28.069208092031605,8
1355,#010101001011,28.34492114869114,7
1354,#010101001010,28.069307601544637,8
1353,#010101001001,28.069307601544637,8
1352,#010101001000,25.999999999999975,12
1351,#010101000111,28.344966738426663,7
1350,#010101000110,28.069674164847324,8
1349,#010101000101,28.069674164847324,8
1348,#010101000100,25.999999999999975,12
1347,#010101000011,28.069820127741103,8
1346,#010101000010,25.999999999999975,12
1345,#010101000001,25.999999999999975,12
1344,#010101000000,22.999999999999975,12
1343,#010100111111,24.999999999999975,1
1342,#010100111110,27.399999999999974,1
1341,#010100111101,27.399999999999974,1
1340,#010100111100,28.327116405737414,5
1339,#010100111011,27.399999999999974,1
1338,#010100111010,28.327013993843085,5
1337,#010100111001,28.327013993843085,5
1336,#010100111000,28.070862059671814,8
1335,#010100110111,27.399999999999974,1
1334,#010100110110,28.32678117974702,5
1333,#010100110101,28.32678117974702,5
1332,#010100110100,28.071115842912043,8
1331,#010100110011,28.326715645663356,5
1330,#010100110010,28.0712175466703,8
1329,#010100110001,28.0712175466703,8
1328,#010100110000,25.999999999999975,12
1327,#010100101111,27.399999999999974,1
1326,#010100101110,28.32580087328492,5
1325,#010100101101,28.32580087328492,5
1324,#010100101100,28.07165358308873,8
1323,#010100101011,28.325736858809968,5
1322,#010100101010,28.07175737437059,8
1321,#010100101001,28.07175737437059,8
1320,#010100101000,25.999999999999975,12
1319,#010100100111,28.325489502854513,5
1318,#010100100110,28.07214023303555,8
1317,#010100100101,28.07214023303555,8
1316,#010100100100,25.999999999999975,12
1315,#010100100011,28.07229045296011,8
1314,#010100100010,25.999999999999975,12
1313,#010100100001,25.999999999999975,12
1312,#010100100000,22.999999999999975,12
1311,#010100011111,27.399999999999974,1
1310,#010100011110,28.312951678426696,5
1309,#010100011101,28.312951678426696,5
1308,#010100011100,28.072770071670806,8
1307,#010100011011,28.312889405618233,5
1306,#010100011010,28.072876214186046,8
1305,#010100011001,28.072876214186046,8
1304,#010100011000,25.999999999999975,12
1303,#010100010111,28.312644604511135,5
1302,#010100010110,28.07326853747739,8
1301,#010100010101,28.07326853747739,8
1300,#010100010100,25.999999999999975,12
1299,#010100010011,28.073421091496556,8
1298,#010100010010,25.999999999999975,12
1297,#010100010001,25.999999999999975,12
1296,#010100010000,22.999999999999975,12
1295,#010100001111,28.301713250749128,5
1294,#010100001110,28.074059987747738,8
1293,#010100001101,28.074059987747738,8
1292,#010100001100,25.999999999999975,12
1291,#010100001011,28.074214620002213,8
1290,#010100001010,25.999999999999975,12
1289,#010100001001,25.999999999999975,12
1288,#010100001000,22.999999999999975,12
1287,#010100000111,28.074770692676758,8
1286,#010100000110,25.999999999999975,12
1285,#010100000101,25.999999999999975,12
1284,#010100000100,22.999999999999975,12
1283,#010100000011,25.999999999999975,12
1282,#010100000010,22.999999999999975,12
1281,#010100000001,22.999999999999975,12
1280,#010100000000,18.99999999999998,12
1279,#010011111111,21.999999999999975,1
1278,#010011111110,24.999999999999975,1
1277,#010011111101,24.999999999999975,1
1276,#010011111100,27.399999999999974,1
1275,#010011111011,24.999999999999975,1
1274,#010011111010,27.399999999999974,1
1273,#010011111001,27.399999999999974,1
1272,#010011111000,28.264101853022243,5
1271,#010011110111,24.999999999999975,1
1270,#010011110110,27.399999999999974,1
1269,#010011110101,27.399999999999974,1
1268,#010011110100,28.263868246659655,5
1267,#010011110011,27.399999999999974,1
1266,#010011110010,28.26372908549402,5
1265,#010011110001,28.26372908549402,5
1264,#010011110000,28.07186048347591,8
1263,#010011101111,24.999999999999975,1
1262,#010011101110,27.399999999999974,1
1261,#010011101101,27.399999999999974,1
1260,#010011101100,28.261821217209086,5
1259,#010011101011,27.399999999999974,1
1258,#010011101010,28.261683891166026,5
1257,#010011101001,28.261683891166026,5
1256,#010011101000,28.072125245416203,8
1255,#010011100111,27.399999999999974,1
1254,#010011100110,28.26137234916952,5
1253,#010011100101,28.26137234916952,5
1252,#010011100100,28.072264330171596,8
1251,#010011100011,28.261270210194322,5
1250,#010011100010,28.072312826695548,8
1249,#010011100001,28.072312826695548,8
1248,#010011100000,25.999999999999975,12
1247,#010011011111,24.999999999999975,1
1246,#010011011110,27.399999999999974,1
1245,#010011011101,27.399999999999974,1
1244,#010011011100,28.257154545088902,5
1243,#010011011011,27.399999999999974,1
1242,#010011011010,28.257019916660024,5
1241,#010011011001,28.257019916660024,5
1240,#010011011000,28.073031272518843,8
1239,#010011010111,27.399999999999974,1
1238,#010011010110,28.256710473148193,5
1237,#010011010101,28.256710473148193,5
1236,#010011010100,28.07317881074317,8
1235,#010011010011,28.25661072869536,5
1234,#010011010010,28.073229650127587,8
1233,#010011010001,28.073229650127587,8
1232,#010011010000,25.999999999999975,12
1231,#010011001111,27.399999999999974,1
1230,#010011001110,28.255867884842516,5
1229,#010011001101,28.255867884842516,5
1228,#010011001100,28.07368551120518,8
1227,#010011001011,28.255769768039485,5
1226,#010011001010,28.073738423744327,8
1225,#010011001001,28.073738423744327,8
1224,#010011001000,25.999999999999975,12
1223,#010011000111,28.255459779990776,5
1222,#010011000110,28.07401964594693,8
1221,#010011000101,28.07401964594693,8
1220,#010011000100,25.999999999999975,12
1219,#010011000011,28.074118363432216,8
1218,#010011000010,25.999999999999975,12
1217,#010011000001,25.999999999999975,12
1216,#010011000000,22.999999999999975,12
1215,#010010111111,24.999999999999975,1
1214,#010010111110,27.399999999999974,1
1213,#010010111101,27.399999999999974,1
1212,#010010111100,28.238981313404853,5
1211,#010010111011,27.399999999999974,1
1210,#010010111010,28.238852317396624,5
1209,#010010111001,28.238852317396624,5
1208,#010010111000,28.07540757278619,8
1207,#010010110111,27.399999999999974,1
1206,#010010110110,28.23854997137108,5
1205,#010010110101,28.23854997137108,5
1204,#010010110100,28.075570628720417,8
1203,#010010110011,28.23845497638932,5
1202,#010010110010,28.07562573058031,8
1201,#010010110001,28.07562573058031,8
1200,#010010110000,25.999999999999975,12
1199,#010010101111,27.399999999999974,1
1198,#010010101110,28.237758852754784,5
1197,#010010101101,28.237758852754784,5
1196,#010010101100,28.07611334902762,8
1195,#010010101011,28.237665427647073,5
1194,#010010101010,28.076170522854056,8
1193,#010010101001,28.076170522854056,8
1192,#010010101000,25.999999999999975,12
1191,#010010100111,28.237367459550644,5
1190,#010010100110,28.076469757377563,8
1189,#010010100101,28.076469757377563,8
1188,#010010100100,25.999999999999975,12
1187,#010010100011,28.076572713445884,8
1186,#010010100010,25.999999999999975,12
1185,#010010100001,25.999999999999975,12
1184,#010010100000,22.999999999999975,12
1183,#010010011111,27.399999999999974,1
1182,#010010011110,28.226396498610885,5
1181,#010010011101,28.226396498610885,5
1180,#010010011100,28.07736648292712,8
1179,#010010011011,28.226305126051837,5
1178,#010010011010,28.077425999697663,8
1177,#010010011001,28.077425999697663,8
1176,#010010011000,25.999999999999975,12
1175,#010010010111,28.226012203019206,5
1174,#010010010110,28.077735503279747,8
1173,#010010010101,28.077735503279747,8
1172,#010010010100,25.999999999999975,12
1171,#010010010011,28.077840785558756,8
1170,#010010010010,25.999999999999975,12
1169,#010010010001,25.999999999999975,12
1168,#010010010000,22.999999999999975,12
1167,#010010001111,28.215938282346983,5
1166,#010010001110,28.078549865952358,8
1165,#010010001101,28.078549865952358,8
1164,#010010001100,25.999999999999975,12
1163,#010010001011,28.078657211129283,8
1162,#010010001010,25.999999999999975,12
1161,#010010001001,25.999999999999975,12
1160,#010010001000,22.999999999999975,12
1159,#010010000111,28.079136747191296,8
1158,#010010000110,25.999999999999975,12
1157,#010010000101,25.999999999999975,12
1156,#010010000100,22.999999999999975,12
1155,#010010000011,25.999999999999975,12
1154,#010010000010,22.999999999999975,12
1153,#010010000001,22.999999999999975,12
1152,#010010000000,18.99999999999998,12
1151,#010001111111,24.999999999999975,1
1150,#010001111110,27.399999999999974,1
1149,#010001111101,27.399999999999974,1
1148,#010001111100,28.18861565398788,5
1147,#010001111011,27.399999999999974,1
1146,#010001111010,28.188523059520136,5
1145,#010001111001,28.188523059520136,5
1144,#010001111000,28.08013161379532,8
1143,#010001110111,27.399999999999974,1
1142,#010001110110,28.18824611068499,5
1141,#010001110101,28.18824611068499,5
1140,#010001110100,28.0803299618216,8
1139,#010001110011,28.188185843858623,5
1138,#010001110010,28.080429451956004,8
1137,#010001110001,28.080429451956004,8
1136,#010001110000,25.999999999999975,12
1135,#010001101111,27.399999999999974,1
1134,#010001101110,28.187419945315025,5
1133,#010001101101,28.187419945315025,5
1132,#010001101100,28.08073311124392,8
1131,#010001101011,28.187361009882288,5
1130,#010001101010,28.08083466227092,8
1129,#010001101001,28.08083466227092,8
1128,#010001101000,25.999999999999975,12
1127,#010001100111,28.187096558094424,5
1126,#010001100110,28.081173844801086,8
1125,#010001100101,28.081173844801086,8
1124,#010001100100,25.999999999999975,12
1123,#010001100011,28.081321148840136,8
1122,#010001100010,25.999999999999975,12
1121,#010001100001,25.999999999999975,12
1120,#010001100000,22.999999999999975,12
1119,#010001011111,27.399999999999974,1
1118,#010001011110,28.17655603779608,5
1117,#010001011101,28.17655603779608,5
1116,#010001011100,28.08171768118964,8
1115,#010001011011,28.176498615924736,5
1114,#010001011010,28.081821558629894,8
1113,#010001011001,28.081821558629894,8
1112,#010001011000,25.999999999999975,12
1111,#010001010111,28.176239502654425,5
1110,#010001010110,28.08217145503494,8
1109,#010001010101,28.08217145503494,8
1108,#010001010100,25.999999999999975,12
1107,#010001010011,28.082321068856068,8
1106,#010001010010,25.999999999999975,12
1105,#010001010001,25.999999999999975,12
1104,#010001010000,22.999999999999975,12
1103,#010001001111,28.1665128241559,5
1102,#010001001110,28.082877001875154,8
1101,#010001001101,28.082877001875154,8
1100,#010001001100,25.999999999999975,12
1099,#010001001011,28.083028667575665,8
1098,#010001001010,25.999999999999975,12
1097,#010001001001,25.999999999999975,12
1096,#010001001000,22.999999999999975,12
1095,#010001000111,28.083553045528824,8
1094,#010001000110,25.999999999999975,12
1093,#010001000101,25.999999999999975,12
1092,#010001000100,22.999999999999975,12
1091,#010001000011,25.999999999999975,12
1090,#010001000010,22.999999999999975,12
1089,#010001000001,22.999999999999975,12
1088,#010001000000,18.99999999999998,12
1087,#010000111111,27.399999999999974,1
1086,#010000111110,28.137566573342657,5
1085,#010000111101,28.137566573342657,5
1084,#010000111100,28.08389125660679,8
1083,#010000111011,28.13751220033606,5
1082,#010000111010,28.083999375502614,8
1081,#010000111001,28.083999375502614,8
1080,#010000111000,25.999999999999975,12
1079,#010000110111,28.137266202961428,5
1078,#010000110110,28.0843693589987,8
1077,#010000110101,28.0843693589987,8
1076,#010000110100,25.999999999999975,12
1075,#010000110011,28.084523192381585,8
1074,#010000110010,25.999999999999975,12
1073,#010000110001,25.999999999999975,12
1072,#010000110000,22.999999999999975,12
1071,#010000101111,28.127798027729288,5
1070,#010000101110,28.08513524013287,8
1069,#010000101101,28.08513524013287,8
1068,#010000101100,25.999999999999975,12
1067,#010000101011,28.085291124249174,8
1066,#010000101010,25.999999999999975,12
1065,#010000101001,25.999999999999975,12
1064,#010000101000,22.999999999999975,12
1063,#010000100111,28.085838058919364,8
1062,#010000100110,25.999999999999975,12
1061,#010000100101,25.999999999999975,12
1060,#010000100100,22.999999999999975,12
1059,#010000100011,25.999999999999975,12
1058,#010000100010,22.999999999999975,12
1057,#010000100001,22.999999999999975,12
1056,#010000100000,18.99999999999998,12
1055,#010000011111,28.091512638675315,5
1054,#010000011110,28.08653680012606,8
1053,#010000011101,28.08653680012606,8
1052,#010000011100,25.999999999999975,12
1051,#010000011011,28.086694994295865,8
1050,#010000011010,25.999999999999975,12
1049,#010000011001,25.999999999999975,12
1048,#010000011000,22.999999999999975,12
1047,#010000010111,28.08725443895562,8
1046,#010000010110,25.999999999999975,12
1045,#010000010101,25.999999999999975,12
1044,#010000010100,22.999999999999975,12
1043,#010000010011,25.999999999999975,12
1042,#010000010010,22.999999999999975,12
1041,#010000010001,22.999999999999975,12
1040,#010000010000,18.99999999999998,12
1039,#010000001111,28.088350130702914,8
1038,#010000001110,25.999999999999975,12
1037,#010000001101,25.999999999999975,12
1036,#010000001100,22.999999999999975,12
1035,#010000001011,25.999999999999975,12
1034,#010000001010,22.999999999999975,12
1033,#010000001001,22.999999999999975,12
1032,#010000001000,18.99999999999998,12
1031,#010000000111,25.999999999999975,12
1030,#010000000110,22.999999999999975,12
1029,#010000000101,22.999999999999975,12
1028,#010000000100,18.99999999999998,12
1027,#010000000011,22.999999999999975,12
1026,#010000000010,18.99999999999998,12
1025,#010000000001,18.99999999999998,12
1024,#010000000000,12.999999999999984,12
1023,#001111111111,17.99999999999998,1
1022,#001111111110,21.999999999999975,1
1021,#001111111101,21.999999999999975,1
1020,#001111111100,24.999999999999975,1
1019,#001111111011,21.999999999999975,1
1018,#001111111010,24.999999999999975,1
1017,#001111111001,24.999999999999975,1
1016,#001111111000,27.399999999999974,1
1015,#001111110111,21.999999999999975,1
1014,#001111110110,24.999999999999975,1
1013,#001111110101,24.999999999999975,1
1012,#001111110100,27.399999999999974,1
1011,#001111110011,24.999999999999975,1
1010,#001111110010,27.399999999999974,1
1009,#001111110001,27.399999999999974,1
1008,#001111110000,28.04997979103941,6
1007,#001111101111,21.999999999999975,1
1006,#001111101110,24.999999999999975,1
1005,#001111101101,24.999999999999975,1
1004,#001111101100,27.399999999999974,1
1003,#001111101011,24.999999999999975,1
1002,#001111101010,27.399999999999974,1
1001,#001111101001,27.399999999999974,1
1000,#001111101000,28.049976865689377,6
999,#001111100111,24.999999999999975,1
998,#001111100110,27.399999999999974,1
997,#001111100101,27.399999999999974,1
996,#001111100100,28.0498314744933,6
995,#001111100011,27.399999999999974,1
994,#001111100010,28.049817443969594,6
993,#001111100001,28.049817443969594,6
992,#001111100000,27.92207814018472,8
991,#001111011111,21.999999999999975,1
990,#001111011110,24.999999999999975,1
989,#001111011101,24.999999999999975,1
988,#001111011100,27.399999999999974,1
987,#001111011011,24.999999999999975,1
986,#001111011010,27.399999999999974,1
985,#001111011001,27.399999999999974,1
984,#001111011000,28.04529558864291,6
983,#001111010111,24.999999999999975,1
982,#001111010110,27.399999999999974,1
981,#001111010101,27.399999999999974,1
980,#001111010100,28.04515590450097,6
979,#001111010011,27.399999999999974,1
978,#001111010010,28.045154576787677,6
977,#001111010001,28.045154576787677,6
976,#001111010000,27.923293272954407,8
975,#001111001111,24.999999999999975,1
974,#001111001110,27.399999999999974,1
973,#001111001101,27.399999999999974,1
972,#001111001100,28.044906298810236,6
971,#001111001011,27.399999999999974,1
970,#001111001010,28.045016704590527,6
969,#001111001001,28.045016704590527,6
968,#001111001000,27.92398824046626,8
967,#001111000111,27.399999999999974,1
966,#001111000110,28.0449570254878,6
965,#001111000101,28.0449570254878,6
964,#001111000100,27.92428651267683,8
963,#001111000011,28.044933413188424,6
962,#001111000010,27.924350968594524,8
961,#001111000001,27.924350968594524,8
960,#001111000000,25.999999999999975,12
959,#001110111111,21.999999999999975,1
958,#001110111110,24.999999999999975,1
957,#001110111101,24.999999999999975,1
956,#001110111100,27.399999999999974,1
955,#001110111011,24.999999999999975,1
954,#001110111010,27.399999999999974,1
953,#001110111001,27.399999999999974,1
952,#001110111000,28.035325299055817,6
951,#001110110111,24.999999999999975,1
950,#001110110110,27.399999999999974,1
949,#001110110101,27.399999999999974,1
948,#001110110100,28.0352609958689,6
947,#001110110011,27.399999999999974,1
946,#001110110010,28.035325349994366,6
945,#001110110001,28.035325349994366,6
944,#001110110000,27.925786779993185,8
943,#001110101111,24.999999999999975,1
942,#001110101110,27.399999999999974,1
941,#001110101101,27.399999999999974,1
940,#001110101100,28.035063828302608,6
939,#001110101011,27.399999999999974,1
938,#001110101010,28.035116884153283,6
937,#001110101001,28.035116884153283,6
936,#001110101000,27.926514993111976,8
935,#001110100111,27.399999999999974,1
934,#001110100110,28.034995491504247,6
933,#001110100101,28.034995491504247,6
932,#001110100100,27.926827324841682,8
931,#001110100011,28.034928373901725,6
930,#001110100010,27.926895398782687,8
929,#001110100001,27.926895398782687,8
928,#001110100000,25.999999999999975,12
927,#001110011111,24.999999999999975,1
926,#001110011110,27.399999999999974,1
925,#001110011101,27.399999999999974,1
924,#001110011100,28.03429909553988,6
923,#001110011011,27.399999999999974,1
922,#001110011010,28.034384860670144,6
921,#001110011001,28.034384860670144,6
920,#001110011000,27.92790088339801,8
919,#001110010111,27.399999999999974,1
918,#001110010110,28.03432049526318,6
917,#001110010101,28.03432049526318,6
916,#001110010100,27.928219268714674,8
915,#001110010011,28.034190473077775,6
914,#001110010010,27.928289325759984,8
913,#001110010001,27.928289325759984,8
912,#001110010000,25.999999999999975,12
911,#001110001111,27.399999999999974,1
910,#001110001110,28.03402764855261,6
909,#001110001101,28.03402764855261,6
908,#001110001100,27.928992778962794,8
907,#001110001011,28.03382692215182,6
906,#001110001010,27.929064630457738,8
905,#001110001001,27.929064630457738,8
904,#001110001000,25.999999999999975,12
903,#001110000111,28.03349794507471,6
902,#001110000110,27.929401407665193,8
901,#001110000101,27.929401407665193,8
900,#001110000100,25.999999999999975,12
899,#001110000011,27.929514547427004,8
898,#001110000010,25.999999999999975,12
897,#001110000001,25.999999999999975,12
896,#001110000000,22.999999999999975,12
895,#001101111111,21.999999999999975,1
894,#001101111110,24.999999999999975,1
893,#001101111101,24.999999999999975,1
892,#001101111100,27.399999999999974,1
891,#001101111011,24.999999999999975,1
890,#001101111010,27.399999999999974,1
889,#001101111001,27.399999999999974,1
888,#001101111000,28.012956554499063,6
887,#001101110111,24.999999999999975,1
886,#001101110110,27.399999999999974,1
885,#001101110101,27.399999999999974,1
884,#001101110100,28.012731149281848,6
883,#001101110011,27.399999999999974,1
882,#001101110010,28.012737975251817,6
881,#001101110001,28.012737975251817,6
880,#001101110000,27.929472850487794,8
879,#001101101111,24.999999999999975,1
878,#001101101110,27.399999999999974,1
877,#001101101101,27.399999999999974,1
876,#001101101100,28.012421970963462,6
875,#001101101011,27.399999999999974,1
874,#001101101010,28.012498204382375,6
873,#001101101001,28.012498204382375,6
872,#001101101000,27.930079519434955,8
