,Binary Representation,Expected Time,k-opt
Expected Time General,NaN,18.216064453124993,All
3268,#110011000100,30.052405207431466,4
3267,#110011000011,29.288084847564512,3
3266,#110011000010,30.052502146350644,4
3265,#110011000001,30.052502146350644,4
3264,#110011000000,30.289336233771987,6
3263,#110010111111,21.999999999999975,1
3262,#110010111110,24.999999999999975,1
3261,#110010111101,24.999999999999975,1
3260,#110010111100,27.399999999999974,1
3259,#110010111011,24.999999999999975,1
3258,#110010111010,27.399999999999974,1
3257,#110010111001,27.399999999999974,1
3256,#110010111000,29.352355955008598,3
3255,#110010110111,24.999999999999975,1
3254,#110010110110,27.399999999999974,1
3253,#110010110101,27.399999999999974,1
3252,#110010110100,29.302613872019002,3
3251,#110010110011,27.399999999999974,1
3250,#110010110010,29.27899753029574,3
3249,#110010110001,29.27899753029574,3
3248,#110010110000,30.016650690212337,4
3247,#110010101111,24.999999999999975,1
3246,#110010101110,27.399999999999974,1
3245,#110010101101,27.399999999999974,1
3244,#110010101100,29.263306946960174,3
3243,#110010101011,27.399999999999974,1
3242,#110010101010,29.24098066882692,3
3241,#110010101001,29.24098066882692,3
3240,#110010101000,29.96877408496594,4
3239,#110010100111,27.399999999999974,1
3238,#110010100110,29.226795481138865,3
3237,#110010100101,29.226795481138865,3
3236,#110010100100,29.953357046767678,4
3235,#110010100011,29.234519633765156,3
3234,#110010100010,29.95342796803394,4
3233,#110010100001,29.95342796803394,4
3232,#110010100000,30.15104127915464,6
3231,#110010011111,24.999999999999975,1
3230,#110010011110,27.399999999999974,1
3229,#110010011101,27.399999999999974,1
3228,#110010011100,29.233401865516356,3
3227,#110010011011,27.399999999999974,1
3226,#110010011010,29.21241078327244,3
3225,#110010011001,29.21241078327244,3
3224,#110010011000,29.92210693320151,4
3223,#110010010111,27.399999999999974,1
3222,#110010010110,29.198822830845472,3
3221,#110010010101,29.198822830845472,3
3220,#110010010100,29.907557075090434,4
3219,#110010010011,29.206033365237076,3
3218,#110010010010,29.90761472455285,4
3217,#110010010001,29.90761472455285,4
3216,#110010010000,30.125242991968182,6
3215,#110010001111,27.399999999999974,1
3214,#110010001110,29.192404726639758,3
3213,#110010001101,29.192404726639758,3
3212,#110010001100,29.892623169750358,4
3211,#110010001011,29.19931005023621,3
3210,#110010001010,29.892670419012358,4
3209,#110010001001,29.892670419012358,4
3208,#110010001000,30.126390378248047,6
3207,#110010000111,29.212206208611434,3
3206,#110010000110,29.892502257822517,4
3205,#110010000101,29.892502257822517,4
3204,#110010000100,30.12695022448919,6
3203,#110010000011,29.89234735577169,4
3202,#110010000010,30.127237073224357,6
3201,#110010000001,30.127237073224357,6
3200,#110010000000,29.77876106194689,7
3199,#110001111111,21.999999999999975,1
3198,#110001111110,24.999999999999975,1
3197,#110001111101,24.999999999999975,1
3196,#110001111100,27.399999999999974,1
3195,#110001111011,24.999999999999975,1
3194,#110001111010,27.399999999999974,1
3193,#110001111001,27.399999999999974,1
3192,#110001111000,29.29942758036855,3
3191,#110001110111,24.999999999999975,1
3190,#110001110110,27.399999999999974,1
3189,#110001110101,27.399999999999974,1
3188,#110001110100,29.25409757781826,3
3187,#110001110011,27.399999999999974,1
3186,#110001110010,29.23280774847402,3
3185,#110001110001,29.23280774847402,3
3184,#110001110000,29.910609446708104,5
3183,#110001101111,24.999999999999975,1
3182,#110001101110,27.399999999999974,1
3181,#110001101101,27.399999999999974,1
3180,#110001101100,29.216502982591994,3
3179,#110001101011,27.399999999999974,1
3178,#110001101010,29.196324492395263,3
3177,#110001101001,29.196324492395263,3
3176,#110001101000,29.876825327760894,4
3175,#110001100111,27.399999999999974,1
3174,#110001100110,29.182998988219428,3
3173,#110001100101,29.182998988219428,3
3172,#110001100100,29.86305214363143,4
3171,#110001100011,29.189920818526822,3
3170,#110001100010,29.862930742028173,4
3169,#110001100001,29.862930742028173,4
3168,#110001100000,29.978593440135864,6
3167,#110001011111,24.999999999999975,1
3166,#110001011110,27.399999999999974,1
3165,#110001011101,27.399999999999974,1
3164,#110001011100,29.186182415613047,3
3163,#110001011011,27.399999999999974,1
3162,#110001011010,29.16716836676169,3
3161,#110001011001,29.16716836676169,3
3160,#110001011000,29.836387551856212,4
3159,#110001010111,27.399999999999974,1
3158,#110001010110,29.1544695952404,3
3157,#110001010101,29.1544695952404,3
3156,#110001010100,29.823306932675095,4
3155,#110001010011,29.161006058903173,3
3154,#110001010010,29.823180710239775,4
3153,#110001010001,29.823180710239775,4
3152,#110001010000,29.956377989069427,6
3151,#110001001111,27.399999999999974,1
3150,#110001001110,29.147362201793488,3
3149,#110001001101,29.147362201793488,3
3148,#110001001100,29.810195252253745,4
3147,#110001001011,29.153653951906392,3
3146,#110001001010,29.8100634565545,4
3145,#110001001001,29.8100634565545,4
3144,#110001001000,29.95776129867834,6
3143,#110001000111,29.165256060472608,3
3142,#110001000110,29.80958793206487,4
3141,#110001000101,29.80958793206487,4
3140,#110001000100,29.958585669912864,6
3139,#110001000011,29.809273956959323,4
3138,#110001000010,29.958992520707334,6
3137,#110001000001,29.958992520707334,6
3136,#110001000000,29.5378151260504,7
3135,#110000111111,24.999999999999975,1
3134,#110000111110,27.399999999999974,1
3133,#110000111101,27.399999999999974,1
3132,#110000111100,29.16132026660796,3
3131,#110000111011,27.399999999999974,1
3130,#110000111010,29.143506828150507,3
3129,#110000111001,29.143506828150507,3
3128,#110000111000,29.795605879491045,4
3127,#110000110111,27.399999999999974,1
3126,#110000110110,29.131430279043784,3
3125,#110000110101,29.131430279043784,3
3124,#110000110100,29.783384943241376,4
3123,#110000110011,29.137501185836996,3
3122,#110000110010,29.78324733369723,4
3121,#110000110001,29.78324733369723,4
3120,#110000110000,29.920429044649506,6
3119,#110000101111,27.399999999999974,1
3118,#110000101110,29.124487990180246,3
3117,#110000101101,29.124487990180246,3
3116,#110000101100,29.770876439967193,4
3115,#110000101011,29.1303426072605,3
3114,#110000101010,29.77073382212195,4
3113,#110000101001,29.77073382212195,4
3112,#110000101000,29.921657898081055,6
3111,#110000100111,29.141187571803364,3
3110,#110000100110,29.77013627444716,4
3109,#110000100101,29.77013627444716,4
3108,#110000100100,29.922393049494204,6
3107,#110000100011,29.769822516181453,4
3106,#110000100010,29.922714669715223,6
3105,#110000100001,29.922714669715223,6
3104,#110000100000,29.49999999999998,7
3103,#110000011111,27.399999999999974,1
3102,#110000011110,29.12177323111723,3
3101,#110000011101,29.12177323111723,3
3100,#110000011100,29.75637054757336,4
3099,#110000011011,29.127314356705572,3
3098,#110000011010,29.756222796666304,4
3097,#110000011001,29.756222796666304,4
3096,#110000011000,29.920311855168517,6
3095,#110000010111,29.13760329075141,3
3094,#110000010110,29.755596934291187,4
3093,#110000010101,29.755596934291187,4
3092,#110000010100,29.920689040598884,6
3091,#110000010011,29.755284739029143,4
3090,#110000010010,29.92086105077495,6
3089,#110000010001,29.92086105077495,6
3088,#110000010000,29.49999999999998,7
3087,#110000001111,29.151662423659268,3
3086,#110000001110,29.752750842659843,4
3085,#110000001101,29.752750842659843,4
3084,#110000001100,29.92262529546328,6
3083,#110000001011,29.752437268008112,4
3082,#110000001010,29.922682814307382,6
3081,#110000001001,29.922682814307382,6
3080,#110000001000,29.49999999999998,7
3079,#110000000111,29.749887778410756,4
3078,#110000000110,29.924077241183802,6
3077,#110000000101,29.924077241183802,6
3076,#110000000100,29.49999999999998,7
3075,#110000000011,29.9255612264691,6
3074,#110000000010,29.49999999999998,7
3073,#110000000001,29.49999999999998,7
3072,#110000000000,28.59999999999996,7
3071,#101111111111,11.999999999999984,1
3070,#101111111110,17.99999999999998,1
3069,#101111111101,17.99999999999998,1
3068,#101111111100,21.999999999999975,1
3067,#101111111011,17.99999999999998,1
3066,#101111111010,21.999999999999975,1
3065,#101111111001,21.999999999999975,1
3064,#101111111000,24.999999999999975,1
3063,#101111110111,17.99999999999998,1
3062,#101111110110,21.999999999999975,1
3061,#101111110101,21.999999999999975,1
3060,#101111110100,24.999999999999975,1
3059,#101111110011,21.999999999999975,1
3058,#101111110010,24.999999999999975,1
3057,#101111110001,24.999999999999975,1
3056,#101111110000,27.399999999999974,1
3055,#101111101111,17.99999999999998,1
3054,#101111101110,21.999999999999975,1
3053,#101111101101,21.999999999999975,1
3052,#101111101100,24.999999999999975,1
3051,#101111101011,21.999999999999975,1
3050,#101111101010,24.999999999999975,1
3049,#101111101001,24.999999999999975,1
3048,#101111101000,27.399999999999974,1
3047,#101111100111,21.999999999999975,1
3046,#101111100110,24.999999999999975,1
3045,#101111100101,24.999999999999975,1
3044,#101111100100,27.399999999999974,1
3043,#101111100011,24.999999999999975,1
3042,#101111100010,27.399999999999974,1
3041,#101111100001,27.399999999999974,1
3040,#101111100000,29.399999999999974,1
3039,#101111011111,17.99999999999998,1
3038,#101111011110,21.999999999999975,1
3037,#101111011101,21.999999999999975,1
3036,#101111011100,24.999999999999975,1
3035,#101111011011,21.999999999999975,1
3034,#101111011010,24.999999999999975,1
3033,#101111011001,24.999999999999975,1
3032,#101111011000,27.399999999999974,1
3031,#101111010111,21.999999999999975,1
3030,#101111010110,24.999999999999975,1
3029,#101111010101,24.999999999999975,1
3028,#101111010100,27.399999999999974,1
3027,#101111010011,24.999999999999975,1
3026,#101111010010,27.399999999999974,1
3025,#101111010001,27.399999999999974,1
3024,#101111010000,29.399999999999974,1
3023,#101111001111,21.999999999999975,1
3022,#101111001110,24.999999999999975,1
3021,#101111001101,24.999999999999975,1
3020,#101111001100,27.399999999999974,1
3019,#101111001011,24.999999999999975,1
3018,#101111001010,27.399999999999974,1
3017,#101111001001,27.399999999999974,1
3016,#101111001000,29.399999999999974,1
3015,#101111000111,24.999999999999975,1
3014,#101111000110,27.399999999999974,1
3013,#101111000101,27.399999999999974,1
3012,#101111000100,29.399999999999974,1
3011,#101111000011,27.399999999999974,1
3010,#101111000010,29.399999999999974,1
3009,#101111000001,29.399999999999974,1
3008,#101111000000,29.78592538433047,8
3007,#101110111111,17.99999999999998,1
3006,#101110111110,21.999999999999975,1
3005,#101110111101,21.999999999999975,1
3004,#101110111100,24.999999999999975,1
3003,#101110111011,21.999999999999975,1
3002,#101110111010,24.999999999999975,1
3001,#101110111001,24.999999999999975,1
3000,#101110111000,27.399999999999974,1
2999,#101110110111,21.999999999999975,1
2998,#101110110110,24.999999999999975,1
2997,#101110110101,24.999999999999975,1
2996,#101110110100,27.399999999999974,1
2995,#101110110011,24.999999999999975,1
2994,#101110110010,27.399999999999974,1
2993,#101110110001,27.399999999999974,1
2992,#101110110000,29.399999999999974,1
2991,#101110101111,21.999999999999975,1
2990,#101110101110,24.999999999999975,1
2989,#101110101101,24.999999999999975,1
2988,#101110101100,27.399999999999974,1
2987,#101110101011,24.999999999999975,1
2986,#101110101010,27.399999999999974,1
2985,#101110101001,27.399999999999974,1
2984,#101110101000,29.399999999999974,1
2983,#101110100111,24.999999999999975,1
2982,#101110100110,27.399999999999974,1
2981,#101110100101,27.399999999999974,1
2980,#101110100100,29.399999999999974,1
2979,#101110100011,27.399999999999974,1
2978,#101110100010,29.399999999999974,1
2977,#101110100001,29.399999999999974,1
2976,#101110100000,29.782974691396102,7
2975,#101110011111,21.999999999999975,1
2974,#101110011110,24.999999999999975,1
2973,#101110011101,24.999999999999975,1
2972,#101110011100,27.399999999999974,1
2971,#101110011011,24.999999999999975,1
2970,#101110011010,27.399999999999974,1
2969,#101110011001,27.399999999999974,1
2968,#101110011000,29.399999999999974,1
2967,#101110010111,24.999999999999975,1
2966,#101110010110,27.399999999999974,1
2965,#101110010101,27.399999999999974,1
2964,#101110010100,29.399999999999974,1
2963,#101110010011,27.399999999999974,1
2962,#101110010010,29.381482109455547,3
2961,#101110010001,29.381482109455547,3
2960,#101110010000,29.785145852485407,7
2959,#101110001111,24.999999999999975,1
2958,#101110001110,27.399999999999974,1
2957,#101110001101,27.399999999999974,1
2956,#101110001100,29.35987084249458,3
2955,#101110001011,27.399999999999974,1
2954,#101110001010,29.33385428600974,3
2953,#101110001001,29.33385428600974,3
2952,#101110001000,29.78669967344084,7
2951,#101110000111,27.399999999999974,1
2950,#101110000110,29.31420351617888,3
2949,#101110000101,29.31420351617888,3
2948,#101110000100,29.787523152051797,7
2947,#101110000011,29.31979544703303,3
2946,#101110000010,29.78798466600651,7
2945,#101110000001,29.78798466600651,7
2944,#101110000000,28.742222222222203,9
2943,#101101111111,17.99999999999998,1
2942,#101101111110,21.999999999999975,1
2941,#101101111101,21.999999999999975,1
2940,#101101111100,24.999999999999975,1
2939,#101101111011,21.999999999999975,1
2938,#101101111010,24.999999999999975,1
2937,#101101111001,24.999999999999975,1
2936,#101101111000,27.399999999999974,1
2935,#101101110111,21.999999999999975,1
2934,#101101110110,24.999999999999975,1
2933,#101101110101,24.999999999999975,1
2932,#101101110100,27.399999999999974,1
2931,#101101110011,24.999999999999975,1
2930,#101101110010,27.399999999999974,1
2929,#101101110001,27.399999999999974,1
2928,#101101110000,29.399999999999974,1
2927,#101101101111,21.999999999999975,1
2926,#101101101110,24.999999999999975,1
2925,#101101101101,24.999999999999975,1
2924,#101101101100,27.399999999999974,1
2923,#101101101011,24.999999999999975,1
2922,#101101101010,27.399999999999974,1
2921,#101101101001,27.399999999999974,1
2920,#101101101000,29.399999999999974,1
2919,#101101100111,24.999999999999975,1
2918,#101101100110,27.399999999999974,1
2917,#101101100101,27.399999999999974,1
2916,#101101100100,29.3842943337768,3
2915,#101101100011,27.399999999999974,1
2914,#101101100010,29.357815849245597,3
2913,#101101100001,29.357815849245597,3
2912,#101101100000,29.623311015282113,7
2911,#101101011111,21.999999999999975,1
2910,#101101011110,24.999999999999975,1
2909,#101101011101,24.999999999999975,1
2908,#101101011100,27.399999999999974,1
2907,#101101011011,24.999999999999975,1
2906,#101101011010,27.399999999999974,1
2905,#101101011001,27.399999999999974,1
2904,#101101011000,29.359157672655847,3
2903,#101101010111,24.999999999999975,1
2902,#101101010110,27.399999999999974,1
2901,#101101010101,27.399999999999974,1
2900,#101101010100,29.308184063209406,3
2899,#101101010011,27.399999999999974,1
2898,#101101010010,29.283991902461423,3
2897,#101101010001,29.283991902461423,3
2896,#101101010000,29.614563991420578,6
2895,#101101001111,24.999999999999975,1
2894,#101101001110,27.399999999999974,1
2893,#101101001101,27.399999999999974,1
2892,#101101001100,29.26340174779242,3
2891,#101101001011,27.399999999999974,1
2890,#101101001010,29.240632993585514,3
2889,#101101001001,29.240632993585514,3
2888,#101101001000,29.61548052702075,6
2887,#101101000111,27.399999999999974,1
2886,#101101000110,29.22271828140731,3
2885,#101101000101,29.22271828140731,3
2884,#101101000100,29.616077701583773,6
2883,#101101000011,29.22718820443056,3
2882,#101101000010,29.616306510163064,6
2881,#101101000001,29.616306510163064,6
2880,#101101000000,28.742222222222203,9
2879,#101100111111,21.999999999999975,1
2878,#101100111110,24.999999999999975,1
2877,#101100111101,24.999999999999975,1
2876,#101100111100,27.399999999999974,1
2875,#101100111011,24.999999999999975,1
2874,#101100111010,27.399999999999974,1
2873,#101100111001,27.399999999999974,1
2872,#101100111000,29.288862663174122,3
2871,#101100110111,24.999999999999975,1
2870,#101100110110,27.399999999999974,1
2869,#101100110101,27.399999999999974,1
2868,#101100110100,29.242684844941202,3
2867,#101100110011,27.399999999999974,1
2866,#101100110010,29.220707869320133,3
2865,#101100110001,29.220707869320133,3
2864,#101100110000,29.55670956925882,6
2863,#101100101111,24.999999999999975,1
2862,#101100101110,27.399999999999974,1
2861,#101100101101,27.399999999999974,1
2860,#101100101100,29.202243456671315,3
2859,#101100101011,27.399999999999974,1
2858,#101100101010,29.181484172247345,3
2857,#101100101001,29.181484172247345,3
2856,#101100101000,29.557607085063438,6
2855,#101100100111,27.399999999999974,1
2854,#101100100110,29.165307287305065,3
2853,#101100100101,29.165307287305065,3
2852,#101100100100,29.558198373923894,6
2851,#101100100011,29.169546708889357,3
2850,#101100100010,29.55842920855891,6
2849,#101100100001,29.55842920855891,6
2848,#101100100000,28.742222222222203,9
2847,#101100011111,24.999999999999975,1
2846,#101100011110,27.399999999999974,1
2845,#101100011101,27.399999999999974,1
2844,#101100011100,29.16833839409015,3
2843,#101100011011,27.399999999999974,1
2842,#101100011010,29.14886230984713,3
2841,#101100011001,29.14886230984713,3
2840,#101100011000,29.550580796436023,6
2839,#101100010111,27.399999999999974,1
2838,#101100010110,29.134032629822126,3
2837,#101100010101,29.134032629822126,3
2836,#101100010100,29.551170484553577,6
2835,#101100010011,29.13836055660864,3
2834,#101100010010,29.551403815636995,6
2833,#101100010001,29.551403815636995,6
2832,#101100010000,28.742222222222203,9
2831,#101100001111,27.399999999999974,1
2830,#101100001110,29.12406697649233,3
2829,#101100001101,29.12406697649233,3
2828,#101100001100,29.551788586471762,6
2827,#101100001011,29.128380836392054,3
2826,#101100001010,29.552024896986694,6
2825,#101100001001,29.552024896986694,6
2824,#101100001000,28.742222222222203,9
2823,#101100000111,29.136762213534663,3
2822,#101100000110,29.552491929837597,6
2821,#101100000101,29.552491929837597,6
2820,#101100000100,28.742222222222203,9
2819,#101100000011,29.552796386143946,6
2818,#101100000010,28.742222222222203,9
2817,#101100000001,28.742222222222203,9
2816,#101100000000,26.599999999999973,10
2815,#101011111111,17.99999999999998,1
2814,#101011111110,21.999999999999975,1
2813,#101011111101,21.999999999999975,1
2812,#101011111100,24.999999999999975,1
2811,#101011111011,21.999999999999975,1
2810,#101011111010,24.999999999999975,1
2809,#101011111001,24.999999999999975,1
2808,#101011111000,27.399999999999974,1
2807,#101011110111,21.999999999999975,1
2806,#101011110110,24.999999999999975,1
2805,#101011110101,24.999999999999975,1
2804,#101011110100,27.399999999999974,1
2803,#101011110011,24.999999999999975,1
2802,#101011110010,27.399999999999974,1
2801,#101011110001,27.399999999999974,1
2800,#101011110000,29.291522406343045,5
2799,#101011101111,21.999999999999975,1
2798,#101011101110,24.999999999999975,1
2797,#101011101101,24.999999999999975,1
2796,#101011101100,27.399999999999974,1
2795,#101011101011,24.999999999999975,1
2794,#101011101010,27.399999999999974,1
2793,#101011101001,27.399999999999974,1
2792,#101011101000,29.265196746326527,5
2791,#101011100111,24.999999999999975,1
2790,#101011100110,27.399999999999974,1
2789,#101011100101,27.399999999999974,1
2788,#101011100100,29.26517288499314,5
2787,#101011100011,27.399999999999974,1
2786,#101011100010,29.26439274336383,3
2785,#101011100001,29.26439274336383,3
2784,#101011100000,29.369026936025485,7
2783,#101011011111,21.999999999999975,1
2782,#101011011110,24.999999999999975,1
2781,#101011011101,24.999999999999975,1
2780,#101011011100,27.399999999999974,1
2779,#101011011011,24.999999999999975,1
2778,#101011011010,27.399999999999974,1
2777,#101011011001,27.399999999999974,1
2776,#101011011000,29.2187681917411,5
2775,#101011010111,24.999999999999975,1
2774,#101011010110,27.399999999999974,1
2773,#101011010101,27.399999999999974,1
2772,#101011010100,29.2187244353376,5
2771,#101011010011,27.399999999999974,1
2770,#101011010010,29.198116947439587,3
2769,#101011010001,29.198116947439587,3
2768,#101011010000,29.34948514244573,6
2767,#101011001111,24.999999999999975,1
2766,#101011001110,27.399999999999974,1
2765,#101011001101,27.399999999999974,1
2764,#101011001100,29.1783477218189,3
2763,#101011001011,27.399999999999974,1
2762,#101011001010,29.158111861599153,3
2761,#101011001001,29.158111861599153,3
2760,#101011001000,29.35018630738555,6
2759,#101011000111,27.399999999999974,1
2758,#101011000110,29.140134749670327,3
2757,#101011000101,29.140134749670327,3
2756,#101011000100,29.350558642954585,6
2755,#101011000011,29.14212506098665,3
2754,#101011000010,29.350696998860965,6
2753,#101011000001,29.350696998860965,6
2752,#101011000000,28.57154947601687,8
2751,#101010111111,21.999999999999975,1
2750,#101010111110,24.999999999999975,1
2749,#101010111101,24.999999999999975,1
2748,#101010111100,27.399999999999974,1
2747,#101010111011,24.999999999999975,1
2746,#101010111010,27.399999999999974,1
2745,#101010111001,27.399999999999974,1
2744,#101010111000,29.15641054182428,5
2743,#101010110111,24.999999999999975,1
2742,#101010110110,27.399999999999974,1
2741,#101010110101,27.399999999999974,1
2740,#101010110100,29.15633364433706,5
2739,#101010110011,27.399999999999974,1
2738,#101010110010,29.137745914883123,3
2737,#101010110001,29.137745914883123,3
2736,#101010110000,29.302608825375938,6
2735,#101010101111,24.999999999999975,1
2734,#101010101110,27.399999999999974,1
2733,#101010101101,27.399999999999974,1
2732,#101010101100,29.119928849588792,3
2731,#101010101011,27.399999999999974,1
2730,#101010101010,29.101391165484877,3
2729,#101010101001,29.101391165484877,3
2728,#101010101000,29.303273985498674,6
2727,#101010100111,27.399999999999974,1
2726,#101010100110,29.08508235997269,3
2725,#101010100101,29.08508235997269,3
2724,#101010100100,29.30363734521025,6
2723,#101010100011,29.08707184610568,3
2722,#101010100010,29.303778811548533,6
2721,#101010100001,29.303778811548533,6
2720,#101010100000,28.57687523217942,8
2719,#101010011111,24.999999999999975,1
2718,#101010011110,27.399999999999974,1
2717,#101010011101,27.399999999999974,1
2716,#101010011100,29.086523050419796,3
2715,#101010011011,27.399999999999974,1
2714,#101010011010,29.06908206649784,3
2713,#101010011001,29.06908206649784,3
2712,#101010011000,29.297626521423112,6
2711,#101010010111,27.399999999999974,1
2710,#101010010110,29.054033860574307,3
2709,#101010010101,29.054033860574307,3
2708,#101010010100,29.297985670527524,6
2707,#101010010011,29.056204350223748,3
2706,#101010010010,29.29812956602143,6
2705,#101010010001,29.29812956602143,6
2704,#101010010000,28.579717877645134,8
2703,#101010001111,27.399999999999974,1
2702,#101010001110,29.042122737814836,3
2701,#101010001101,29.042122737814836,3
2700,#101010001100,29.29832314289654,6
2699,#101010001011,29.044356732231833,3
2698,#101010001010,29.29846965680742,6
2697,#101010001001,29.29846965680742,6
2696,#101010001000,28.582453058676858,8
2695,#101010000111,29.048682764364482,3
2694,#101010000110,29.298687468463136,6
2693,#101010000101,29.298687468463136,6
2692,#101010000100,28.583855948153317,8
2691,#101010000011,29.298895037509517,6
2690,#101010000010,28.584676607083285,8
2689,#101010000001,28.584676607083285,8
2688,#101010000000,26.599999999999973,10
2687,#101001111111,21.999999999999975,1
2686,#101001111110,24.999999999999975,1
2685,#101001111101,24.999999999999975,1
2684,#101001111100,27.399999999999974,1
2683,#101001111011,24.999999999999975,1
2682,#101001111010,27.399999999999974,1
2681,#101001111001,27.399999999999974,1
2680,#101001111000,29.075463638950616,5
2679,#101001110111,24.999999999999975,1
2678,#101001110110,27.399999999999974,1
2677,#101001110101,27.399999999999974,1
2676,#101001110100,29.075362920715374,5
2675,#101001110011,27.399999999999974,1
2674,#101001110010,29.07541646690841,5
2673,#101001110001,29.07541646690841,5
2672,#101001110000,29.236987849472587,6
2671,#101001101111,24.999999999999975,1
2670,#101001101110,27.399999999999974,1
2669,#101001101101,27.399999999999974,1
2668,#101001101100,29.064012964158657,3
2667,#101001101011,27.399999999999974,1
2666,#101001101010,29.04715198071564,3
2665,#101001101001,29.04715198071564,3
2664,#101001101000,29.237610659141847,6
2663,#101001100111,27.399999999999974,1
2662,#101001100110,29.0322780125049,3
2661,#101001100101,29.0322780125049,3
2660,#101001100100,29.237919030783168,6
2659,#101001100011,29.034050526714637,3
2658,#101001100010,29.237975780446963,6
2657,#101001100001,29.237975780446963,6
2656,#101001100000,28.55422200597668,8
2655,#101001011111,24.999999999999975,1
2654,#101001011110,27.399999999999974,1
2653,#101001011101,27.399999999999974,1
2652,#101001011100,29.032985858873307,3
2651,#101001011011,27.399999999999974,1
2650,#101001011010,29.017071675286854,3
2649,#101001011001,29.017071675286854,3
2648,#101001011000,29.232820375725474,6
2647,#101001010111,27.399999999999974,1
2646,#101001010110,29.00329814622541,3
2645,#101001010101,29.00329814622541,3
2644,#101001010100,29.233123294611612,6
2643,#101001010011,29.005237731872338,3
2642,#101001010010,29.233182703920154,6
2641,#101001010001,29.233182703920154,6
2640,#101001010000,28.55701835231351,8
2639,#101001001111,27.399999999999974,1
2638,#101001001110,28.991913270198726,3
2637,#101001001101,28.991913270198726,3
2636,#101001001100,29.233320898935823,6
2635,#101001001011,28.993912473476197,3
2634,#101001001010,29.233382859458224,6
2633,#101001001001,29.233382859458224,6
2632,#101001001000,28.559214587384144,8
2631,#101001000111,28.99779311722035,3
2630,#101001000110,29.233534286100493,6
2629,#101001000101,29.233534286100493,6
2628,#101001000100,28.56042508505759,8
2627,#101001000011,29.233654893103314,6
2626,#101001000010,28.561146753040934,8
2625,#101001000001,28.561146753040934,8
2624,#101001000000,26.599999999999973,10
2623,#101000111111,24.999999999999975,1
2622,#101000111110,27.399999999999974,1
2621,#101000111101,27.399999999999974,1
2620,#101000111100,29.003158346782964,3
2619,#101000111011,27.399999999999974,1
2618,#101000111010,28.988254415401972,3
2617,#101000111001,28.988254415401972,3
2616,#101000111000,29.22311860234853,6
2615,#101000110111,27.399999999999974,1
2614,#101000110110,28.975565403746774,3
2613,#101000110101,28.975565403746774,3
2612,#101000110100,29.223405882813296,6
2611,#101000110011,28.977594515061742,3
2610,#101000110010,29.22346898120585,6
2609,#101000110001,29.22346898120585,6
2608,#101000110000,28.56281389108824,8
2607,#101000101111,27.399999999999974,1
2606,#101000101110,28.965294707387418,3
2605,#101000101101,28.965294707387418,3
2604,#101000101100,29.223533494641217,6
2603,#101000101011,28.967368401573797,3
2602,#101000101010,29.223599118844753,6
2601,#101000101001,29.223599118844753,6
2600,#101000101000,28.564650374613684,8
2599,#101000100111,28.971398487393156,3
2598,#101000100110,29.223727924530188,6
2597,#101000100101,29.223727924530188,6
2596,#101000100100,28.56564833594843,8
2595,#101000100011,29.22385159381425,6
2594,#101000100010,28.566200538823637,8
2593,#101000100001,28.566200538823637,8
2592,#101000100000,26.599999999999973,10
2591,#101000011111,27.399999999999974,1
2590,#101000011110,28.957073841638167,3
2589,#101000011101,28.957073841638167,3
2588,#101000011100,29.223238009241147,6
2587,#101000011011,28.9591534952978,3
2586,#101000011010,29.223305856247944,6
2585,#101000011001,29.223305856247944,6
2584,#101000011000,28.567987832874152,8
2583,#101000010111,28.963198553576966,3
2582,#101000010110,29.223423004967195,6
2581,#101000010101,29.223423004967195,6
2580,#101000010100,28.568705332862105,8
2579,#101000010011,29.223548956840816,6
2578,#101000010010,28.569073372294785,8
2577,#101000010001,28.569073372294785,8
2576,#101000010000,26.599999999999973,10
2575,#101000001111,28.969008829721442,3
2574,#101000001110,29.223037084598456,6
2573,#101000001101,29.223037084598456,6
2572,#101000001100,28.571838160394734,8
2571,#101000001011,29.22316559468405,6
2570,#101000001010,28.572025909480583,8
2569,#101000001001,28.572025909480583,8
2568,#101000001000,26.599999999999973,10
2567,#101000000111,29.223003313125798,6
2566,#101000000110,28.574184273689735,8
2565,#101000000101,28.574184273689735,8
2564,#101000000100,26.599999999999973,10
2563,#101000000011,28.57649501983337,8
2562,#101000000010,26.599999999999973,10
2561,#101000000001,26.599999999999973,10
2560,#101000000000,22.799999999999976,10
2559,#100111111111,17.99999999999998,1
2558,#100111111110,21.999999999999975,1
2557,#100111111101,21.999999999999975,1
2556,#100111111100,24.999999999999975,1
2555,#100111111011,21.999999999999975,1
2554,#100111111010,24.999999999999975,1
2553,#100111111001,24.999999999999975,1
2552,#100111111000,27.399999999999974,1
2551,#100111110111,21.999999999999975,1
2550,#100111110110,24.999999999999975,1
2549,#100111110101,24.999999999999975,1
2548,#100111110100,27.399999999999974,1
2547,#100111110011,24.999999999999975,1
2546,#100111110010,27.399999999999974,1
2545,#100111110001,27.399999999999974,1
2544,#100111110000,29.026052658274722,5
2543,#100111101111,21.999999999999975,1
2542,#100111101110,24.999999999999975,1
2541,#100111101101,24.999999999999975,1
2540,#100111101100,27.399999999999974,1
2539,#100111101011,24.999999999999975,1
2538,#100111101010,27.399999999999974,1
2537,#100111101001,27.399999999999974,1
2536,#100111101000,29.005287626458692,5
2535,#100111100111,24.999999999999975,1
