,Binary Representation,Expected Time,k-opt
235,#0011101011,20.83333333333333,1
234,#0011101010,21.592737268647973,5
233,#0011101001,21.592737268647973,5
232,#0011101000,21.494994854657694,6
231,#0011100111,20.83333333333333,1
230,#0011100110,21.592006322104336,5
229,#0011100101,21.592006322104336,5
228,#0011100100,21.495622531596325,6
227,#0011100011,21.591888938886093,5
226,#0011100010,21.495758132245744,6
225,#0011100001,21.495758132245744,6
224,#0011100000,19.333333333333332,10
223,#0011011111,18.333333333333332,1
222,#0011011110,20.83333333333333,1
221,#0011011101,20.83333333333333,1
220,#0011011100,21.58354469231292,5
219,#0011011011,20.83333333333333,1
218,#0011011010,21.583428894739313,5
217,#0011011001,21.583428894739313,5
216,#0011011000,21.491346917531597,6
215,#0011010111,20.83333333333333,1
214,#0011010110,21.582737605676172,5
213,#0011010101,21.582737605676172,5
212,#0011010100,21.491905450172585,6
211,#0011010011,21.582621762539308,5
210,#0011010010,21.492040922164215,6
209,#0011010001,21.492040922164215,6
208,#0011010000,19.333333333333332,10
207,#0011001111,20.83333333333333,1
206,#0011001110,21.581183569828106,5
205,#0011001101,21.581183569828106,5
204,#0011001100,21.491810050778273,6
203,#0011001011,21.58106753186829,5
202,#0011001010,21.491945758662077,6
201,#0011001001,21.491945758662077,6
200,#0011001000,19.333333333333332,10
199,#0011000111,21.58054466518411,5
198,#0011000110,21.492099024287988,6
197,#0011000101,21.492099024287988,6
196,#0011000100,19.333333333333332,10
195,#0011000011,21.492234841693154,6
194,#0011000010,19.333333333333332,10
193,#0011000001,19.333333333333332,10
192,#0011000000,16.0,10
191,#0010111111,18.333333333333332,1
190,#0010111110,20.83333333333333,1
189,#0010111101,20.83333333333333,1
188,#0010111100,21.541157146604373,5
187,#0010111011,20.83333333333333,1
186,#0010111010,21.54104618167113,5
185,#0010111001,21.54104618167113,5
184,#0010111000,21.486743092765256,6
183,#0010110111,20.83333333333333,1
182,#0010110110,21.540452749935586,5
181,#0010110101,21.540452749935586,5
180,#0010110100,21.487127430367376,6
179,#0010110011,21.540341740474343,5
178,#0010110010,21.48725928730607,6
177,#0010110001,21.48725928730607,6
176,#0010110000,19.333333333333332,10
175,#0010101111,20.83333333333333,1
174,#0010101110,21.539018567627544,5
173,#0010101101,21.539018567627544,5
172,#0010101100,21.48737856738887,6
171,#0010101011,21.538907364375074,5
170,#0010101010,21.48751065540871,6
169,#0010101001,21.48751065540871,6
168,#0010101000,19.333333333333332,10
167,#0010100111,21.5384789107411,5
166,#0010100110,21.487497991436275,6
165,#0010100101,21.487497991436275,6
164,#0010100100,19.333333333333332,10
163,#0010100011,21.487630186743786,6
162,#0010100010,19.333333333333332,10
161,#0010100001,19.333333333333332,10
160,#0010100000,16.0,10
159,#0010011111,20.83333333333333,1
158,#0010011110,21.51052439645645,5
157,#0010011101,21.51052439645645,5
156,#0010011100,21.48766734658499,6
155,#0010011011,21.510413953911105,5
154,#0010011010,21.487798586682526,6
153,#0010011001,21.487798586682526,6
152,#0010011000,19.333333333333332,10
151,#0010010111,21.51002087358919,5
150,#0010010110,21.48772159622402,6
149,#0010010101,21.48772159622402,6
148,#0010010100,19.333333333333332,10
147,#0010010011,21.48785294360923,6
146,#0010010010,19.333333333333332,10
145,#0010010001,19.333333333333332,10
144,#0010010000,16.0,10
143,#0010001111,21.483915904271715,5
142,#0010001110,21.486874931951885,6
141,#0010001101,21.486874931951885,6
140,#0010001100,19.333333333333332,10
139,#0010001011,21.487006510418237,6
138,#0010001010,19.333333333333332,10
137,#0010001001,19.333333333333332,10
136,#0010001000,16.0,10
135,#0010000111,21.486532518385175,6
134,#0010000110,19.333333333333332,10
133,#0010000101,19.333333333333332,10
132,#0010000100,16.0,10
131,#0010000011,19.333333333333332,10
130,#0010000010,16.0,10
129,#0010000001,16.0,10
128,#0010000000,11.0,10
127,#0001111111,18.333333333333332,1
126,#0001111110,20.83333333333333,1
125,#0001111101,20.83333333333333,1
124,#0001111100,21.424519950554572,5
123,#0001111011,20.83333333333333,1
122,#0001111010,21.4245219906807,5
121,#0001111001,21.4245219906807,5
120,#0001111000,21.405085388225068,6
119,#0001110111,20.83333333333333,1
118,#0001110110,21.423985739896853,5
117,#0001110101,21.423985739896853,5
116,#0001110100,21.405442652001838,6
115,#0001110011,21.423987737132112,5
114,#0001110010,21.405305906830147,6
113,#0001110001,21.405305906830147,6
112,#0001110000,19.333333333333332,10
111,#0001101111,20.83333333333333,1
110,#0001101110,21.42269027757897,5
109,#0001101101,21.42269027757897,5
108,#0001101100,21.406064447652714,6
107,#0001101011,21.42269276364215,5
106,#0001101010,21.405927916231974,6
105,#0001101001,21.405927916231974,6
104,#0001101000,19.333333333333332,10
103,#0001100111,21.42231531133413,5
102,#0001100110,21.40591795200813,6
101,#0001100101,21.40591795200813,6
100,#0001100100,19.333333333333332,10
99,#0001100011,21.405781519828906,6
98,#0001100010,19.333333333333332,10
97,#0001100001,19.333333333333332,10
96,#0001100000,16.0,10
95,#0001011111,20.83333333333333,1
94,#0001011110,21.39693802071355,5
93,#0001011101,21.39693802071355,5
92,#0001011100,21.407245636278923,6
91,#0001011011,21.396941619971056,5
90,#0001011010,21.407110895631543,6
89,#0001011001,21.407110895631543,6
88,#0001011000,19.333333333333332,10
87,#0001010111,21.396596859393178,5
86,#0001010110,21.407041492728062,6
85,#0001010101,21.407041492728062,6
84,#0001010100,19.333333333333332,10
83,#0001010011,21.406906851322198,6
82,#0001010010,19.333333333333332,10
81,#0001010001,19.333333333333332,10
80,#0001010000,16.0,10
79,#0001001111,21.3730596945147,5
78,#0001001110,21.406644125787327,6
77,#0001001101,21.406644125787327,6
76,#0001001100,19.333333333333332,10
75,#0001001011,21.40650969813241,6
74,#0001001010,19.333333333333332,10
73,#0001001001,19.333333333333332,10
72,#0001001000,16.0,10
71,#0001000111,21.40607306722832,6
70,#0001000110,19.333333333333332,10
69,#0001000101,19.333333333333332,10
68,#0001000100,16.0,10
67,#0001000011,19.333333333333332,10
66,#0001000010,16.0,10
65,#0001000001,16.0,10
64,#0001000000,11.0,10
63,#0000111111,20.83333333333333,1
62,#0000111110,21.3010840069813,5
61,#0000111101,21.3010840069813,5
60,#0000111100,21.338018761009675,5
59,#0000111011,21.301089507099988,5
58,#0000111010,21.338947894628355,5
57,#0000111001,21.338947894628355,5
56,#0000111000,19.333333333333332,10
55,#0000110111,21.30082435669501,5
54,#0000110110,21.339119896481492,5
53,#0000110101,21.339119896481492,5
52,#0000110100,19.333333333333332,10
51,#0000110011,21.338475855363278,5
50,#0000110010,19.333333333333332,10
49,#0000110001,19.333333333333332,10
48,#0000110000,16.0,10
47,#0000101111,21.278509956030675,5
46,#0000101110,21.331159382727876,5
45,#0000101101,21.331159382727876,5
44,#0000101100,19.333333333333332,10
43,#0000101011,21.33088078977347,5
42,#0000101010,19.333333333333332,10
41,#0000101001,19.333333333333332,10
40,#0000101000,16.0,10
39,#0000100111,21.330248141204716,5
38,#0000100110,19.333333333333332,10
37,#0000100101,19.333333333333332,10
36,#0000100100,16.0,10
35,#0000100011,19.333333333333332,10
34,#0000100010,16.0,10
33,#0000100001,16.0,10
32,#0000100000,11.0,10
31,#0000011111,21.191668166483787,5
30,#0000011110,21.266433508849644,5
29,#0000011101,21.266433508849644,5
28,#0000011100,19.333333333333332,10
27,#0000011011,21.265880371103574,5
26,#0000011010,19.333333333333332,10
25,#0000011001,19.333333333333332,10
24,#0000011000,16.0,10
23,#0000010111,21.264985933463922,5
22,#0000010110,19.333333333333332,10
21,#0000010101,19.333333333333332,10
20,#0000010100,16.0,10
19,#0000010011,19.333333333333332,10
18,#0000010010,16.0,10
17,#0000010001,16.0,10
16,#0000010000,11.0,10
15,#0000001111,21.22154418463917,5
14,#0000001110,19.333333333333332,10
13,#0000001101,19.333333333333332,10
12,#0000001100,16.0,10
11,#0000001011,19.333333333333332,10
10,#0000001010,16.0,10
9,#0000001001,16.0,10
8,#0000001000,11.0,10
7,#0000000111,19.333333333333332,10
6,#0000000110,16.0,10
5,#0000000101,16.0,10
4,#0000000100,11.0,10
3,#0000000011,16.0,10
2,#0000000010,11.0,10
1,#0000000001,11.0,10
