,#bit12,#bit11,#bit10,#bit9,#bit8,#bit7,#bit6,#bit5,#bit4,#bit3,#bit2,#bit1,Expected Time,k-opt
Expected Time General,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.718722030152165,All
938,0,0,1,1,1,0,1,0,1,0,1,0,28.035116884153283,6
937,0,0,1,1,1,0,1,0,1,0,0,1,28.035116884153283,6
936,0,0,1,1,1,0,1,0,1,0,0,0,27.926514993111976,8
935,0,0,1,1,1,0,1,0,0,1,1,1,27.399999999999974,1
934,0,0,1,1,1,0,1,0,0,1,1,0,28.034995491504247,6
933,0,0,1,1,1,0,1,0,0,1,0,1,28.034995491504247,6
932,0,0,1,1,1,0,1,0,0,1,0,0,27.926827324841682,8
931,0,0,1,1,1,0,1,0,0,0,1,1,28.034928373901725,6
930,0,0,1,1,1,0,1,0,0,0,1,0,27.926895398782687,8
929,0,0,1,1,1,0,1,0,0,0,0,1,27.926895398782687,8
928,0,0,1,1,1,0,1,0,0,0,0,0,25.999999999999975,12
927,0,0,1,1,1,0,0,1,1,1,1,1,24.999999999999975,1
926,0,0,1,1,1,0,0,1,1,1,1,0,27.399999999999974,1
925,0,0,1,1,1,0,0,1,1,1,0,1,27.399999999999974,1
924,0,0,1,1,1,0,0,1,1,1,0,0,28.03429909553988,6
923,0,0,1,1,1,0,0,1,1,0,1,1,27.399999999999974,1
922,0,0,1,1,1,0,0,1,1,0,1,0,28.034384860670144,6
921,0,0,1,1,1,0,0,1,1,0,0,1,28.034384860670144,6
920,0,0,1,1,1,0,0,1,1,0,0,0,27.92790088339801,8
919,0,0,1,1,1,0,0,1,0,1,1,1,27.399999999999974,1
918,0,0,1,1,1,0,0,1,0,1,1,0,28.03432049526318,6
917,0,0,1,1,1,0,0,1,0,1,0,1,28.03432049526318,6
916,0,0,1,1,1,0,0,1,0,1,0,0,27.928219268714674,8
915,0,0,1,1,1,0,0,1,0,0,1,1,28.034190473077775,6
914,0,0,1,1,1,0,0,1,0,0,1,0,27.928289325759984,8
913,0,0,1,1,1,0,0,1,0,0,0,1,27.928289325759984,8
912,0,0,1,1,1,0,0,1,0,0,0,0,25.999999999999975,12
911,0,0,1,1,1,0,0,0,1,1,1,1,27.399999999999974,1
910,0,0,1,1,1,0,0,0,1,1,1,0,28.03402764855261,6
909,0,0,1,1,1,0,0,0,1,1,0,1,28.03402764855261,6
908,0,0,1,1,1,0,0,0,1,1,0,0,27.928992778962794,8
907,0,0,1,1,1,0,0,0,1,0,1,1,28.03382692215182,6
906,0,0,1,1,1,0,0,0,1,0,1,0,27.929064630457738,8
905,0,0,1,1,1,0,0,0,1,0,0,1,27.929064630457738,8
904,0,0,1,1,1,0,0,0,1,0,0,0,25.999999999999975,12
903,0,0,1,1,1,0,0,0,0,1,1,1,28.03349794507471,6
902,0,0,1,1,1,0,0,0,0,1,1,0,27.929401407665193,8
901,0,0,1,1,1,0,0,0,0,1,0,1,27.929401407665193,8
900,0,0,1,1,1,0,0,0,0,1,0,0,25.999999999999975,12
899,0,0,1,1,1,0,0,0,0,0,1,1,27.929514547427004,8
898,0,0,1,1,1,0,0,0,0,0,1,0,25.999999999999975,12
897,0,0,1,1,1,0,0,0,0,0,0,1,25.999999999999975,12
896,0,0,1,1,1,0,0,0,0,0,0,0,22.999999999999975,12
895,0,0,1,1,0,1,1,1,1,1,1,1,21.999999999999975,1
894,0,0,1,1,0,1,1,1,1,1,1,0,24.999999999999975,1
893,0,0,1,1,0,1,1,1,1,1,0,1,24.999999999999975,1
892,0,0,1,1,0,1,1,1,1,1,0,0,27.399999999999974,1
891,0,0,1,1,0,1,1,1,1,0,1,1,24.999999999999975,1
890,0,0,1,1,0,1,1,1,1,0,1,0,27.399999999999974,1
889,0,0,1,1,0,1,1,1,1,0,0,1,27.399999999999974,1
888,0,0,1,1,0,1,1,1,1,0,0,0,28.012956554499063,6
887,0,0,1,1,0,1,1,1,0,1,1,1,24.999999999999975,1
886,0,0,1,1,0,1,1,1,0,1,1,0,27.399999999999974,1
885,0,0,1,1,0,1,1,1,0,1,0,1,27.399999999999974,1
884,0,0,1,1,0,1,1,1,0,1,0,0,28.012731149281848,6
883,0,0,1,1,0,1,1,1,0,0,1,1,27.399999999999974,1
882,0,0,1,1,0,1,1,1,0,0,1,0,28.012737975251817,6
881,0,0,1,1,0,1,1,1,0,0,0,1,28.012737975251817,6
880,0,0,1,1,0,1,1,1,0,0,0,0,27.929472850487794,8
879,0,0,1,1,0,1,1,0,1,1,1,1,24.999999999999975,1
878,0,0,1,1,0,1,1,0,1,1,1,0,27.399999999999974,1
877,0,0,1,1,0,1,1,0,1,1,0,1,27.399999999999974,1
876,0,0,1,1,0,1,1,0,1,1,0,0,28.012421970963462,6
875,0,0,1,1,0,1,1,0,1,0,1,1,27.399999999999974,1
874,0,0,1,1,0,1,1,0,1,0,1,0,28.012498204382375,6
873,0,0,1,1,0,1,1,0,1,0,0,1,28.012498204382375,6
872,0,0,1,1,0,1,1,0,1,0,0,0,27.930079519434955,8
871,0,0,1,1,0,1,1,0,0,1,1,1,27.399999999999974,1
870,0,0,1,1,0,1,1,0,0,1,1,0,28.01251833363078,6
869,0,0,1,1,0,1,1,0,0,1,0,1,28.01251833363078,6
868,0,0,1,1,0,1,1,0,0,1,0,0,27.93042160678989,8
867,0,0,1,1,0,1,1,0,0,0,1,1,28.012309306279104,6
866,0,0,1,1,0,1,1,0,0,0,1,0,27.930528299083537,8
865,0,0,1,1,0,1,1,0,0,0,0,1,27.930528299083537,8
864,0,0,1,1,0,1,1,0,0,0,0,0,25.999999999999975,12
863,0,0,1,1,0,1,0,1,1,1,1,1,24.999999999999975,1
862,0,0,1,1,0,1,0,1,1,1,1,0,27.399999999999974,1
861,0,0,1,1,0,1,0,1,1,1,0,1,27.399999999999974,1
860,0,0,1,1,0,1,0,1,1,1,0,0,28.011789416228204,6
859,0,0,1,1,0,1,0,1,1,0,1,1,27.399999999999974,1
858,0,0,1,1,0,1,0,1,1,0,1,0,28.011983187877732,6
857,0,0,1,1,0,1,0,1,1,0,0,1,28.011983187877732,6
856,0,0,1,1,0,1,0,1,1,0,0,0,27.931107905249934,8
855,0,0,1,1,0,1,0,1,0,1,1,1,27.399999999999974,1
854,0,0,1,1,0,1,0,1,0,1,1,0,28.01191487525439,6
853,0,0,1,1,0,1,0,1,0,1,0,1,28.01191487525439,6
852,0,0,1,1,0,1,0,1,0,1,0,0,27.931454876988912,8
851,0,0,1,1,0,1,0,1,0,0,1,1,28.01172881508304,6
850,0,0,1,1,0,1,0,1,0,0,1,0,27.9315636102084,8
849,0,0,1,1,0,1,0,1,0,0,0,1,27.9315636102084,8
848,0,0,1,1,0,1,0,1,0,0,0,0,25.999999999999975,12
847,0,0,1,1,0,1,0,0,1,1,1,1,27.399999999999974,1
846,0,0,1,1,0,1,0,0,1,1,1,0,28.011595841570983,6
845,0,0,1,1,0,1,0,0,1,1,0,1,28.011595841570983,6
844,0,0,1,1,0,1,0,0,1,1,0,0,27.932024921538105,8
843,0,0,1,1,0,1,0,0,1,0,1,1,28.011557717394304,6
842,0,0,1,1,0,1,0,0,1,0,1,0,27.93213547911219,8
841,0,0,1,1,0,1,0,0,1,0,0,1,27.93213547911219,8
840,0,0,1,1,0,1,0,0,1,0,0,0,25.999999999999975,12
839,0,0,1,1,0,1,0,0,0,1,1,1,28.011497407736304,6
838,0,0,1,1,0,1,0,0,0,1,1,0,27.932489016909066,8
837,0,0,1,1,0,1,0,0,0,1,0,1,27.932489016909066,8
836,0,0,1,1,0,1,0,0,0,1,0,0,25.999999999999975,12
835,0,0,1,1,0,1,0,0,0,0,1,1,27.932640941481388,8
834,0,0,1,1,0,1,0,0,0,0,1,0,25.999999999999975,12
833,0,0,1,1,0,1,0,0,0,0,0,1,25.999999999999975,12
832,0,0,1,1,0,1,0,0,0,0,0,0,22.999999999999975,12
831,0,0,1,1,0,0,1,1,1,1,1,1,24.999999999999975,1
830,0,0,1,1,0,0,1,1,1,1,1,0,27.399999999999974,1
829,0,0,1,1,0,0,1,1,1,1,0,1,27.399999999999974,1
828,0,0,1,1,0,0,1,1,1,1,0,0,28.005090842295566,6
827,0,0,1,1,0,0,1,1,1,0,1,1,27.399999999999974,1
826,0,0,1,1,0,0,1,1,1,0,1,0,28.005346043259586,6
825,0,0,1,1,0,0,1,1,1,0,0,1,28.005346043259586,6
824,0,0,1,1,0,0,1,1,1,0,0,0,27.933029326552404,8
823,0,0,1,1,0,0,1,1,0,1,1,1,27.399999999999974,1
822,0,0,1,1,0,0,1,1,0,1,1,0,28.005318766219204,6
821,0,0,1,1,0,0,1,1,0,1,0,1,28.005318766219204,6
820,0,0,1,1,0,0,1,1,0,1,0,0,27.933384911577228,8
819,0,0,1,1,0,0,1,1,0,0,1,1,28.005208476111566,6
818,0,0,1,1,0,0,1,1,0,0,1,0,27.933497375520464,8
817,0,0,1,1,0,0,1,1,0,0,0,1,27.933497375520464,8
816,0,0,1,1,0,0,1,1,0,0,0,0,25.999999999999975,12
815,0,0,1,1,0,0,1,0,1,1,1,1,27.399999999999974,1
814,0,0,1,1,0,0,1,0,1,1,1,0,28.005107896386033,6
813,0,0,1,1,0,0,1,0,1,1,0,1,28.005107896386033,6
812,0,0,1,1,0,0,1,0,1,1,0,0,27.933953509573612,8
811,0,0,1,1,0,0,1,0,1,0,1,1,28.005026593652232,6
810,0,0,1,1,0,0,1,0,1,0,1,0,27.934067802053494,8
809,0,0,1,1,0,0,1,0,1,0,0,1,27.934067802053494,8
808,0,0,1,1,0,0,1,0,1,0,0,0,25.999999999999975,12
807,0,0,1,1,0,0,1,0,0,1,1,1,28.004922501153427,6
806,0,0,1,1,0,0,1,0,0,1,1,0,27.934423414416248,8
805,0,0,1,1,0,0,1,0,0,1,0,1,27.934423414416248,8
804,0,0,1,1,0,0,1,0,0,1,0,0,25.999999999999975,12
803,0,0,1,1,0,0,1,0,0,0,1,1,27.93457915676271,8
802,0,0,1,1,0,0,1,0,0,0,1,0,25.999999999999975,12
801,0,0,1,1,0,0,1,0,0,0,0,1,25.999999999999975,12
800,0,0,1,1,0,0,1,0,0,0,0,0,22.999999999999975,12
799,0,0,1,1,0,0,0,1,1,1,1,1,27.399999999999974,1
798,0,0,1,1,0,0,0,1,1,1,1,0,28.00194370004177,6
797,0,0,1,1,0,0,0,1,1,1,0,1,28.00194370004177,6
796,0,0,1,1,0,0,0,1,1,1,0,0,27.93475373920177,8
795,0,0,1,1,0,0,0,1,1,0,1,1,28.001880875947236,6
794,0,0,1,1,0,0,0,1,1,0,1,0,27.934870071872098,8
793,0,0,1,1,0,0,0,1,1,0,0,1,27.934870071872098,8
792,0,0,1,1,0,0,0,1,1,0,0,0,25.999999999999975,12
791,0,0,1,1,0,0,0,1,0,1,1,1,28.001940421199457,6
790,0,0,1,1,0,0,0,1,0,1,1,0,27.93522576051095,8
789,0,0,1,1,0,0,0,1,0,1,0,1,27.93522576051095,8
788,0,0,1,1,0,0,0,1,0,1,0,0,25.999999999999975,12
787,0,0,1,1,0,0,0,1,0,0,1,1,27.935383587775647,8
786,0,0,1,1,0,0,0,1,0,0,1,0,25.999999999999975,12
785,0,0,1,1,0,0,0,1,0,0,0,1,25.999999999999975,12
784,0,0,1,1,0,0,0,1,0,0,0,0,22.999999999999975,12
783,0,0,1,1,0,0,0,0,1,1,1,1,28.001798477702362,6
782,0,0,1,1,0,0,0,0,1,1,1,0,27.935686099452194,8
781,0,0,1,1,0,0,0,0,1,1,0,1,27.935686099452194,8
780,0,0,1,1,0,0,0,0,1,1,0,0,25.999999999999975,12
779,0,0,1,1,0,0,0,0,1,0,1,1,27.935845779493615,8
778,0,0,1,1,0,0,0,0,1,0,1,0,25.999999999999975,12
777,0,0,1,1,0,0,0,0,1,0,0,1,25.999999999999975,12
776,0,0,1,1,0,0,0,0,1,0,0,0,22.999999999999975,12
775,0,0,1,1,0,0,0,0,0,1,1,1,27.93611100529392,8
774,0,0,1,1,0,0,0,0,0,1,1,0,25.999999999999975,12
773,0,0,1,1,0,0,0,0,0,1,0,1,25.999999999999975,12
772,0,0,1,1,0,0,0,0,0,1,0,0,22.999999999999975,12
771,0,0,1,1,0,0,0,0,0,0,1,1,25.999999999999975,12
770,0,0,1,1,0,0,0,0,0,0,1,0,22.999999999999975,12
769,0,0,1,1,0,0,0,0,0,0,0,1,22.999999999999975,12
768,0,0,1,1,0,0,0,0,0,0,0,0,18.99999999999998,12
767,0,0,1,0,1,1,1,1,1,1,1,1,21.999999999999975,1
766,0,0,1,0,1,1,1,1,1,1,1,0,24.999999999999975,1
765,0,0,1,0,1,1,1,1,1,1,0,1,24.999999999999975,1
764,0,0,1,0,1,1,1,1,1,1,0,0,27.399999999999974,1
763,0,0,1,0,1,1,1,1,1,0,1,1,24.999999999999975,1
762,0,0,1,0,1,1,1,1,1,0,1,0,27.399999999999974,1
761,0,0,1,0,1,1,1,1,1,0,0,1,27.399999999999974,1
760,0,0,1,0,1,1,1,1,1,0,0,0,27.950854523587083,6
759,0,0,1,0,1,1,1,1,0,1,1,1,24.999999999999975,1
758,0,0,1,0,1,1,1,1,0,1,1,0,27.399999999999974,1
757,0,0,1,0,1,1,1,1,0,1,0,1,27.399999999999974,1
756,0,0,1,0,1,1,1,1,0,1,0,0,27.950965659922563,6
755,0,0,1,0,1,1,1,1,0,0,1,1,27.399999999999974,1
754,0,0,1,0,1,1,1,1,0,0,1,0,27.951073734324705,6
753,0,0,1,0,1,1,1,1,0,0,0,1,27.951073734324705,6
752,0,0,1,0,1,1,1,1,0,0,0,0,27.928616917623906,7
751,0,0,1,0,1,1,1,0,1,1,1,1,24.999999999999975,1
750,0,0,1,0,1,1,1,0,1,1,1,0,27.399999999999974,1
749,0,0,1,0,1,1,1,0,1,1,0,1,27.399999999999974,1
748,0,0,1,0,1,1,1,0,1,1,0,0,27.95072704772333,6
747,0,0,1,0,1,1,1,0,1,0,1,1,27.399999999999974,1
746,0,0,1,0,1,1,1,0,1,0,1,0,27.950780268000113,6
745,0,0,1,0,1,1,1,0,1,0,0,1,27.950780268000113,6
744,0,0,1,0,1,1,1,0,1,0,0,0,27.92939584669939,7
743,0,0,1,0,1,1,1,0,0,1,1,1,27.399999999999974,1
742,0,0,1,0,1,1,1,0,0,1,1,0,27.950487759854177,6
741,0,0,1,0,1,1,1,0,0,1,0,1,27.950487759854177,6
740,0,0,1,0,1,1,1,0,0,1,0,0,27.92989674814596,7
739,0,0,1,0,1,1,1,0,0,0,1,1,27.950284321626455,6
738,0,0,1,0,1,1,1,0,0,0,1,0,27.930171057601044,7
737,0,0,1,0,1,1,1,0,0,0,0,1,27.930171057601044,7
736,0,0,1,0,1,1,1,0,0,0,0,0,25.999999999999975,12
735,0,0,1,0,1,1,0,1,1,1,1,1,24.999999999999975,1
734,0,0,1,0,1,1,0,1,1,1,1,0,27.399999999999974,1
733,0,0,1,0,1,1,0,1,1,1,0,1,27.399999999999974,1
732,0,0,1,0,1,1,0,1,1,1,0,0,27.950127244327046,6
731,0,0,1,0,1,1,0,1,1,0,1,1,27.399999999999974,1
730,0,0,1,0,1,1,0,1,1,0,1,0,27.950307648220015,6
729,0,0,1,0,1,1,0,1,1,0,0,1,27.950307648220015,6
728,0,0,1,0,1,1,0,1,1,0,0,0,27.930291670912645,7
727,0,0,1,0,1,1,0,1,0,1,1,1,27.399999999999974,1
726,0,0,1,0,1,1,0,1,0,1,1,0,27.950220351707664,6
725,0,0,1,0,1,1,0,1,0,1,0,1,27.950220351707664,6
724,0,0,1,0,1,1,0,1,0,1,0,0,27.93075902341858,7
723,0,0,1,0,1,1,0,1,0,0,1,1,27.950053168042555,6
722,0,0,1,0,1,1,0,1,0,0,1,0,27.930974228755197,7
721,0,0,1,0,1,1,0,1,0,0,0,1,27.930974228755197,7
720,0,0,1,0,1,1,0,1,0,0,0,0,25.999999999999975,12
719,0,0,1,0,1,1,0,0,1,1,1,1,27.399999999999974,1
718,0,0,1,0,1,1,0,0,1,1,1,0,27.950120141782474,6
717,0,0,1,0,1,1,0,0,1,1,0,1,27.950120141782474,6
716,0,0,1,0,1,1,0,0,1,1,0,0,27.93114918200399,7
715,0,0,1,0,1,1,0,0,1,0,1,1,27.949981035906532,6
714,0,0,1,0,1,1,0,0,1,0,1,0,27.93140740208189,7
713,0,0,1,0,1,1,0,0,1,0,0,1,27.93140740208189,7
712,0,0,1,0,1,1,0,0,1,0,0,0,25.999999999999975,12
711,0,0,1,0,1,1,0,0,0,1,1,1,27.94976684238547,6
710,0,0,1,0,1,1,0,0,0,1,1,0,27.931446747867437,7
709,0,0,1,0,1,1,0,0,0,1,0,1,27.931446747867437,7
708,0,0,1,0,1,1,0,0,0,1,0,0,25.999999999999975,12
707,0,0,1,0,1,1,0,0,0,0,1,1,27.931385914668162,7
706,0,0,1,0,1,1,0,0,0,0,1,0,25.999999999999975,12
705,0,0,1,0,1,1,0,0,0,0,0,1,25.999999999999975,12
704,0,0,1,0,1,1,0,0,0,0,0,0,22.999999999999975,12
703,0,0,1,0,1,0,1,1,1,1,1,1,24.999999999999975,1
702,0,0,1,0,1,0,1,1,1,1,1,0,27.399999999999974,1
701,0,0,1,0,1,0,1,1,1,1,0,1,27.399999999999974,1
700,0,0,1,0,1,0,1,1,1,1,0,0,27.94412727063856,6
699,0,0,1,0,1,0,1,1,1,0,1,1,27.399999999999974,1
698,0,0,1,0,1,0,1,1,1,0,1,0,27.944254408886753,6
697,0,0,1,0,1,0,1,1,1,0,0,1,27.944254408886753,6
696,0,0,1,0,1,0,1,1,1,0,0,0,27.93138171947858,7
695,0,0,1,0,1,0,1,1,0,1,1,1,27.399999999999974,1
694,0,0,1,0,1,0,1,1,0,1,1,0,27.944149964487423,6
693,0,0,1,0,1,0,1,1,0,1,0,1,27.944149964487423,6
692,0,0,1,0,1,0,1,1,0,1,0,0,27.93189043793318,7
691,0,0,1,0,1,0,1,1,0,0,1,1,27.943942076426637,6
690,0,0,1,0,1,0,1,1,0,0,1,0,27.93218225510918,7
689,0,0,1,0,1,0,1,1,0,0,0,1,27.93218225510918,7
688,0,0,1,0,1,0,1,1,0,0,0,0,25.999999999999975,12
687,0,0,1,0,1,0,1,0,1,1,1,1,27.399999999999974,1
686,0,0,1,0,1,0,1,0,1,1,1,0,27.943958333322378,6
685,0,0,1,0,1,0,1,0,1,1,0,1,27.943958333322378,6
684,0,0,1,0,1,0,1,0,1,1,0,0,27.932348112173354,7
683,0,0,1,0,1,0,1,0,1,0,1,1,27.94381504173231,6
682,0,0,1,0,1,0,1,0,1,0,1,0,27.93255670038746,7
681,0,0,1,0,1,0,1,0,1,0,0,1,27.93255670038746,7
680,0,0,1,0,1,0,1,0,1,0,0,0,25.999999999999975,12
679,0,0,1,0,1,0,1,0,0,1,1,1,27.943586377127684,6
678,0,0,1,0,1,0,1,0,0,1,1,0,27.93258351633399,7
677,0,0,1,0,1,0,1,0,0,1,0,1,27.93258351633399,7
676,0,0,1,0,1,0,1,0,0,1,0,0,25.999999999999975,12
675,0,0,1,0,1,0,1,0,0,0,1,1,27.93247314344655,7
674,0,0,1,0,1,0,1,0,0,0,1,0,25.999999999999975,12
673,0,0,1,0,1,0,1,0,0,0,0,1,25.999999999999975,12
672,0,0,1,0,1,0,1,0,0,0,0,0,22.999999999999975,12
671,0,0,1,0,1,0,0,1,1,1,1,1,27.399999999999974,1
670,0,0,1,0,1,0,0,1,1,1,1,0,27.9408673353793,6
669,0,0,1,0,1,0,0,1,1,1,0,1,27.9408673353793,6
668,0,0,1,0,1,0,0,1,1,1,0,0,27.93292444943606,7
667,0,0,1,0,1,0,0,1,1,0,1,1,27.94079323236019,6
666,0,0,1,0,1,0,0,1,1,0,1,0,27.933090622368443,7
665,0,0,1,0,1,0,0,1,1,0,0,1,27.933090622368443,7
664,0,0,1,0,1,0,0,1,1,0,0,0,25.999999999999975,12
663,0,0,1,0,1,0,0,1,0,1,1,1,27.94053465600977,6
662,0,0,1,0,1,0,0,1,0,1,1,0,27.933348353565275,7
661,0,0,1,0,1,0,0,1,0,1,0,1,27.933348353565275,7
660,0,0,1,0,1,0,0,1,0,1,0,0,25.999999999999975,12
659,0,0,1,0,1,0,0,1,0,0,1,1,27.933305222277212,7
658,0,0,1,0,1,0,0,1,0,0,1,0,25.999999999999975,12
657,0,0,1,0,1,0,0,1,0,0,0,1,25.999999999999975,12
656,0,0,1,0,1,0,0,1,0,0,0,0,22.999999999999975,12
655,0,0,1,0,1,0,0,0,1,1,1,1,27.940272452480425,6
654,0,0,1,0,1,0,0,0,1,1,1,0,27.93367278677707,7
653,0,0,1,0,1,0,0,0,1,1,0,1,27.93367278677707,7
652,0,0,1,0,1,0,0,0,1,1,0,0,25.999999999999975,12
651,0,0,1,0,1,0,0,0,1,0,1,1,27.93361818972727,7
650,0,0,1,0,1,0,0,0,1,0,1,0,25.999999999999975,12
649,0,0,1,0,1,0,0,0,1,0,0,1,25.999999999999975,12
648,0,0,1,0,1,0,0,0,1,0,0,0,22.999999999999975,12
647,0,0,1,0,1,0,0,0,0,1,1,1,27.93346251142341,7
646,0,0,1,0,1,0,0,0,0,1,1,0,25.999999999999975,12
645,0,0,1,0,1,0,0,0,0,1,0,1,25.999999999999975,12
644,0,0,1,0,1,0,0,0,0,1,0,0,22.999999999999975,12
643,0,0,1,0,1,0,0,0,0,0,1,1,25.999999999999975,12
642,0,0,1,0,1,0,0,0,0,0,1,0,22.999999999999975,12
641,0,0,1,0,1,0,0,0,0,0,0,1,22.999999999999975,12
640,0,0,1,0,1,0,0,0,0,0,0,0,18.99999999999998,12
639,0,0,1,0,0,1,1,1,1,1,1,1,24.999999999999975,1
638,0,0,1,0,0,1,1,1,1,1,1,0,27.399999999999974,1
637,0,0,1,0,0,1,1,1,1,1,0,1,27.399999999999974,1
636,0,0,1,0,0,1,1,1,1,1,0,0,27.911598680718026,6
635,0,0,1,0,0,1,1,1,1,0,1,1,27.399999999999974,1
634,0,0,1,0,0,1,1,1,1,0,1,0,27.91177142317826,6
633,0,0,1,0,0,1,1,1,1,0,0,1,27.91177142317826,6
632,0,0,1,0,0,1,1,1,1,0,0,0,27.925371787110098,7
631,0,0,1,0,0,1,1,1,0,1,1,1,27.399999999999974,1
630,0,0,1,0,0,1,1,1,0,1,1,0,27.911799195837705,6
629,0,0,1,0,0,1,1,1,0,1,0,1,27.911799195837705,6
628,0,0,1,0,0,1,1,1,0,1,0,0,27.92573216626363,7
627,0,0,1,0,0,1,1,1,0,0,1,1,27.91171450344313,6
626,0,0,1,0,0,1,1,1,0,0,1,0,27.925945628703257,7
625,0,0,1,0,0,1,1,1,0,0,0,1,27.925945628703257,7
624,0,0,1,0,0,1,1,1,0,0,0,0,25.999999999999975,12
623,0,0,1,0,0,1,1,0,1,1,1,1,27.399999999999974,1
622,0,0,1,0,0,1,1,0,1,1,1,0,27.911584511076562,6
621,0,0,1,0,0,1,1,0,1,1,0,1,27.911584511076562,6
620,0,0,1,0,0,1,1,0,1,1,0,0,27.926091926170947,7
619,0,0,1,0,0,1,1,0,1,0,1,1,27.911431878172166,6
618,0,0,1,0,0,1,1,0,1,0,1,0,27.92640133554049,7
617,0,0,1,0,0,1,1,0,1,0,0,1,27.92640133554049,7
616,0,0,1,0,0,1,1,0,1,0,0,0,25.999999999999975,12
615,0,0,1,0,0,1,1,0,0,1,1,1,27.911141640285596,6
614,0,0,1,0,0,1,1,0,0,1,1,0,27.92655670180842,7
613,0,0,1,0,0,1,1,0,0,1,0,1,27.92655670180842,7
612,0,0,1,0,0,1,1,0,0,1,0,0,25.999999999999975,12
611,0,0,1,0,0,1,1,0,0,0,1,1,27.926360037138213,7
610,0,0,1,0,0,1,1,0,0,0,1,0,25.999999999999975,12
609,0,0,1,0,0,1,1,0,0,0,0,1,25.999999999999975,12
608,0,0,1,0,0,1,1,0,0,0,0,0,22.999999999999975,12
607,0,0,1,0,0,1,0,1,1,1,1,1,27.399999999999974,1
606,0,0,1,0,0,1,0,1,1,1,1,0,27.90896107831501,6
605,0,0,1,0,0,1,0,1,1,1,0,1,27.90896107831501,6
604,0,0,1,0,0,1,0,1,1,1,0,0,27.92681064242868,7
603,0,0,1,0,0,1,0,1,1,0,1,1,27.90879779944491,6
602,0,0,1,0,0,1,0,1,1,0,1,0,27.927165497611472,7
601,0,0,1,0,0,1,0,1,1,0,0,1,27.927165497611472,7
600,0,0,1,0,0,1,0,1,1,0,0,0,25.999999999999975,12
599,0,0,1,0,0,1,0,1,0,1,1,1,27.908609302404706,6
598,0,0,1,0,0,1,0,1,0,1,1,0,27.927399257424927,7
597,0,0,1,0,0,1,0,1,0,1,0,1,27.927399257424927,7
596,0,0,1,0,0,1,0,1,0,1,0,0,25.999999999999975,12
595,0,0,1,0,0,1,0,1,0,0,1,1,27.92735852771904,7
594,0,0,1,0,0,1,0,1,0,0,1,0,25.999999999999975,12
593,0,0,1,0,0,1,0,1,0,0,0,1,25.999999999999975,12
592,0,0,1,0,0,1,0,1,0,0,0,0,22.999999999999975,12
591,0,0,1,0,0,1,0,0,1,1,1,1,27.908170474528994,6
590,0,0,1,0,0,1,0,0,1,1,1,0,27.927787512481494,7
589,0,0,1,0,0,1,0,0,1,1,0,1,27.927787512481494,7
588,0,0,1,0,0,1,0,0,1,1,0,0,25.999999999999975,12
587,0,0,1,0,0,1,0,0,1,0,1,1,27.927819174567105,7
586,0,0,1,0,0,1,0,0,1,0,1,0,25.999999999999975,12
585,0,0,1,0,0,1,0,0,1,0,0,1,25.999999999999975,12
584,0,0,1,0,0,1,0,0,1,0,0,0,22.999999999999975,12
583,0,0,1,0,0,1,0,0,0,1,1,1,27.927945552496617,7
582,0,0,1,0,0,1,0,0,0,1,1,0,25.999999999999975,12
581,0,0,1,0,0,1,0,0,0,1,0,1,25.999999999999975,12
580,0,0,1,0,0,1,0,0,0,1,0,0,22.999999999999975,12
579,0,0,1,0,0,1,0,0,0,0,1,1,25.999999999999975,12
578,0,0,1,0,0,1,0,0,0,0,1,0,22.999999999999975,12
577,0,0,1,0,0,1,0,0,0,0,0,1,22.999999999999975,12
576,0,0,1,0,0,1,0,0,0,0,0,0,18.99999999999998,12
575,0,0,1,0,0,0,1,1,1,1,1,1,27.399999999999974,1
574,0,0,1,0,0,0,1,1,1,1,1,0,27.887439185757202,6
573,0,0,1,0,0,0,1,1,1,1,0,1,27.887439185757202,6
572,0,0,1,0,0,0,1,1,1,1,0,0,27.92486324041415,7
571,0,0,1,0,0,0,1,1,1,0,1,1,27.887230930648776,6
570,0,0,1,0,0,0,1,1,1,0,1,0,27.925285806771505,7
569,0,0,1,0,0,0,1,1,1,0,0,1,27.925285806771505,7
568,0,0,1,0,0,0,1,1,1,0,0,0,25.999999999999975,12
567,0,0,1,0,0,0,1,1,0,1,1,1,27.88698525033484,6
566,0,0,1,0,0,0,1,1,0,1,1,0,27.92561045172862,7
565,0,0,1,0,0,0,1,1,0,1,0,1,27.92561045172862,7
564,0,0,1,0,0,0,1,1,0,1,0,0,25.999999999999975,12
563,0,0,1,0,0,0,1,1,0,0,1,1,27.925646513369248,7
562,0,0,1,0,0,0,1,1,0,0,1,0,25.999999999999975,12
561,0,0,1,0,0,0,1,1,0,0,0,1,25.999999999999975,12
560,0,0,1,0,0,0,1,1,0,0,0,0,22.999999999999975,12
559,0,0,1,0,0,0,1,0,1,1,1,1,27.88644482032091,6
558,0,0,1,0,0,0,1,0,1,1,1,0,27.926113255660812,7
557,0,0,1,0,0,0,1,0,1,1,0,1,27.926113255660812,7
556,0,0,1,0,0,0,1,0,1,1,0,0,25.999999999999975,12
555,0,0,1,0,0,0,1,0,1,0,1,1,27.926096790328494,7
554,0,0,1,0,0,0,1,0,1,0,1,0,25.999999999999975,12
